house_id,neighborhood,price,square_feet,num_bedrooms,num_bathrooms,house_age,garage_spaces,lot_size_acres,has_pool,recently_renovated,energy_rating,location_score,school_rating,crime_rate,distance_downtown_miles,sale_date,days_on_market,buyer_id,buyer_budget,buyer_age_group,buyer_family_size,buyer_income_level,has_children,employment_type,buyer_preference,first_time_buyer
H06036,Hillcrest,790410,3223,6,5,19,2,0.17,false,false,E,9,9,2,5,1/23/22,35,B06036,921020,45-54,3,high,true,Retired,Modern & Updated,true
H05221,Hillcrest,332750,1392,2,2,1,0,0.14,false,false,F,9,9,2,5,1/26/22,68,B05221,358239,55-64,1,medium,false,Retired,Space & Bedrooms,false
H02471,Hillcrest,411994,1836,2,2,6,2,0.17,false,false,F,9,9,2,5,1/27/22,2,B02471,445381,45-54,2,medium,false,Dual income,Location & Schools,false
H02293,Hillcrest,645245,2542,4,4,11,1,0.11,false,false,E,9,9,2,5,1/28/22,1,B02293,711537,35-44,2,high,false,Full-time employed,Location & Schools,true
H07610,Hillcrest,980067,4085,6,5,7,3,0.14,false,false,E,9,9,2,5,2/1/22,10,B07610,1051681,25-34,2,high,false,Dual income,Investment,true
H01017,Hillcrest,800053,3002,5,5,2,2,0.18,true,false,F,9,9,2,5,2/9/22,28,B01017,865817,45-54,4,high,false,Dual income,Space & Bedrooms,false
H00856,Hillcrest,427881,1849,4,4,8,1,0.18,false,false,E,9,9,2,5,2/10/22,79,B00856,479327,35-44,3,medium,true,Full-time employed,Affordability,false
H05016,Hillcrest,742029,3053,6,5,37,3,0.12,false,false,B,9,9,2,5,2/11/22,109,B05016,844311,35-44,5,high,true,Full-time employed,Location & Schools,true
H00903,Hillcrest,279232,861,2,2,2,1,0.12,false,false,F,9,9,2,5,2/12/22,86,B00903,326276,45-54,1,medium,false,Dual income,Location & Schools,false
H07285,Hillcrest,515398,2020,4,4,39,2,0.2,true,false,B,9,9,2,5,2/12/22,40,B07285,548951,25-34,2,medium,false,Full-time employed,Location & Schools,false
H04725,Hillcrest,742789,2861,5,5,43,1,0.14,false,false,B,9,9,2,5,2/13/22,119,B04725,806819,25-34,1,high,false,Full-time employed,Modern & Updated,false
H02883,Hillcrest,570599,2465,5,5,38,1,0.2,false,false,C,9,9,2,5,2/13/22,100,B02883,634771,55-64,3,high,false,Self-employed,Affordability,false
H07253,Hillcrest,383059,1103,2,2,5,0,0.17,false,false,F,9,9,2,5,2/14/22,10,B07253,427077,25-34,1,medium,false,Full-time employed,Modern & Updated,false
H01898,Hillcrest,692775,2721,5,5,60,1,0.22,true,false,B,9,9,2,5,2/14/22,71,B01898,731792,45-54,2,high,false,Dual income,Low Maintenance,false
H05453,Hillcrest,557680,2028,3,3,3,1,0.16,false,false,F,9,9,2,5,2/15/22,24,B05453,639543,55-64,2,high,false,Dual income,Modern & Updated,false
H04578,Hillcrest,435284,1736,2,2,5,0,0.21,false,false,D,9,9,2,5,2/15/22,31,B04578,481076,35-44,1,medium,false,Dual income,Location & Schools,false
H07170,Hillcrest,350775,800,1,1,43,1,0.17,true,false,A,9,9,2,5,2/18/22,61,B07170,385282,35-44,1,medium,false,Full-time employed,Affordability,false
H03884,Hillcrest,1150442,4500,6,5,16,3,0.19,false,false,E,9,9,2,5,2/19/22,13,B03884,1262905,45-54,4,high,true,Full-time employed,Modern & Updated,false
H00226,Hillcrest,688547,2597,5,5,0,2,0.13,false,false,F,9,9,2,5,2/19/22,111,B00226,787748,25-34,1,high,false,Dual income,Location & Schools,true
H02001,Hillcrest,604018,1903,3,3,60,2,0.15,true,true,A,9,9,2,5,2/19/22,7,B02001,639565,35-44,1,high,false,Full-time employed,Modern & Updated,false
H04360,Hillcrest,759980,2890,4,4,17,2,0.15,true,false,C,9,9,2,5,2/19/22,30,B04360,805877,55-64,2,high,false,Full-time employed,Space & Bedrooms,false
H04600,Hillcrest,597245,2095,4,4,15,1,0.13,true,false,F,9,9,2,5,2/21/22,11,B04600,653253,35-44,3,high,false,Full-time employed,Location & Schools,false
H01232,Hillcrest,533928,2190,3,3,7,1,0.1,false,false,E,9,9,2,5,2/21/22,88,B01232,567313,25-34,1,medium,false,Full-time employed,Affordability,false
H02857,Hillcrest,1041455,4065,6,5,2,3,0.2,false,false,E,9,9,2,5,2/21/22,34,B02857,1193672,45-54,4,high,true,Self-employed,Location & Schools,false
H03625,Hillcrest,529514,1788,3,3,3,2,0.17,true,false,F,9,9,2,5,2/22/22,151,B03625,561369,55-64,1,medium,false,Retired,Space & Bedrooms,true
H00593,Hillcrest,550484,1918,3,3,0,2,0.13,false,false,F,9,9,2,5,2/23/22,31,B00593,636795,35-44,3,high,true,Self-employed,Space & Bedrooms,false
H05787,Hillcrest,942222,3900,6,5,15,3,0.14,false,false,F,9,9,2,5,2/26/22,6,B05787,1025980,35-44,4,high,false,Full-time employed,Investment,false
H07767,Hillcrest,490468,1630,3,4,11,2,0.1,false,false,D,9,9,2,5,2/26/22,22,B07767,564207,45-54,2,medium,false,Self-employed,Space & Bedrooms,true
H06761,Hillcrest,775644,3113,5,5,5,3,0.1,true,false,F,9,9,2,5,2/28/22,10,B06761,912528,35-44,4,high,false,Full-time employed,Space & Bedrooms,false
H00298,Hillcrest,1101316,4415,6,5,4,2,0.18,false,false,E,9,9,2,5,3/1/22,21,B00298,1292776,45-54,4,high,false,Dual income,Location & Schools,false
H06682,Hillcrest,808911,3446,5,5,47,2,0.14,false,false,A,9,9,2,5,3/2/22,17,B06682,875046,35-44,3,high,true,Full-time employed,Modern & Updated,false
H04682,Hillcrest,886865,3187,5,5,9,3,0.12,true,false,E,9,9,2,5,3/2/22,3,B04682,972067,25-34,3,high,false,Self-employed,Location & Schools,false
H00694,Hillcrest,705820,2336,3,3,28,1,0.1,false,true,D,9,9,2,5,3/4/22,10,B00694,768563,45-54,4,high,true,Self-employed,Location & Schools,false
H05975,Hillcrest,619306,2420,5,5,7,2,0.17,false,false,E,9,9,2,5,3/5/22,86,B05975,693994,35-44,4,high,true,Dual income,Affordability,false
H06285,Hillcrest,1025632,4088,6,5,29,3,0.11,true,false,D,9,9,2,5,3/7/22,33,B06285,1095289,45-54,6,high,true,Self-employed,Space & Bedrooms,false
H02663,Hillcrest,793867,3320,5,5,15,2,0.12,false,false,E,9,9,2,5,3/9/22,14,B02663,925692,45-54,3,high,true,Full-time employed,Location & Schools,false
H04782,Hillcrest,590237,2201,4,4,2,1,0.19,true,false,F,9,9,2,5,3/10/22,11,B04782,623288,35-44,2,medium,false,Self-employed,Location & Schools,true
H04568,Hillcrest,793099,3247,5,5,24,3,0.16,true,false,D,9,9,2,5,3/10/22,21,B04568,908938,55-64,2,high,false,Dual income,Location & Schools,false
H04820,Hillcrest,718290,2695,4,4,22,1,0.16,false,true,E,9,9,2,5,3/11/22,22,B04820,823975,35-44,3,high,false,Dual income,Space & Bedrooms,false
H04926,Hillcrest,974697,4171,6,5,21,3,0.12,false,false,E,9,9,2,5,3/14/22,38,B04926,1142875,45-54,4,high,true,Dual income,Location & Schools,false
H04543,Hillcrest,545643,2251,4,4,25,2,0.15,false,false,C,9,9,2,5,3/14/22,25,B04543,629304,45-54,2,medium,false,Self-employed,Modern & Updated,false
H05894,Hillcrest,747765,3156,5,5,14,2,0.18,false,false,D,9,9,2,5,3/14/22,56,B05894,816567,55-64,3,high,true,Full-time employed,Location & Schools,true
H06165,Hillcrest,617754,2344,4,4,10,2,0.13,true,false,F,9,9,2,5,3/15/22,1,B06165,664288,35-44,2,high,false,Full-time employed,Modern & Updated,false
H01952,Hillcrest,490142,1594,3,3,60,1,0.1,false,true,A,9,9,2,5,3/16/22,34,B01952,567859,35-44,1,medium,false,Self-employed,Modern & Updated,false
H04061,Hillcrest,750092,2890,5,5,60,1,0.19,false,true,A,9,9,2,5,3/16/22,6,B04061,849838,25-34,1,high,false,Full-time employed,Low Maintenance,false
H07811,Hillcrest,600079,2399,4,4,0,2,0.13,true,false,F,9,9,2,5,3/17/22,31,B07811,644910,35-44,4,high,true,Self-employed,Location & Schools,false
H03282,Hillcrest,738666,2914,5,5,36,1,0.13,false,false,C,9,9,2,5,3/18/22,21,B03282,793151,45-54,2,high,false,Full-time employed,Low Maintenance,true
H00050,Hillcrest,454632,1581,3,3,5,1,0.11,false,false,F,9,9,2,5,3/19/22,12,B00050,511046,25-34,1,medium,false,Full-time employed,Location & Schools,false
H02093,Hillcrest,422411,1785,3,3,30,1,0.12,false,true,D,9,9,2,5,3/19/22,9,B02093,455865,35-44,3,medium,false,Full-time employed,Space & Bedrooms,false
H05767,Hillcrest,845102,3146,5,5,2,3,0.21,true,false,F,9,9,2,5,3/20/22,23,B05767,957279,65+,1,high,false,Retired,Space & Bedrooms,false
H07607,Hillcrest,559607,1950,4,4,60,1,0.11,true,true,A,9,9,2,5,3/25/22,1,B07607,588489,45-54,3,medium,false,Full-time employed,Location & Schools,false
H02292,Hillcrest,780800,2778,4,4,46,1,0.19,true,true,B,9,9,2,5,3/25/22,66,B02292,855767,45-54,3,high,false,Self-employed,Space & Bedrooms,false
H07169,Hillcrest,955967,3408,6,5,10,3,0.14,true,false,E,9,9,2,5,3/26/22,30,B07169,1032599,35-44,5,high,true,Full-time employed,Affordability,false
H06389,Hillcrest,555984,2226,4,3,60,1,0.16,false,false,A,9,9,2,5,4/1/22,31,B06389,649533,45-54,4,high,false,Full-time employed,Modern & Updated,false
H02753,Hillcrest,193128,860,2,2,15,1,0.16,false,false,D,9,9,2,5,4/1/22,14,B02753,222666,45-54,2,low,false,Full-time employed,Space & Bedrooms,false
H05790,Hillcrest,328040,1303,2,2,34,1,0.14,true,false,D,9,9,2,5,4/2/22,8,B05790,353870,35-44,1,medium,false,Dual income,Space & Bedrooms,true
H02597,Hillcrest,410365,1561,3,3,25,2,0.2,true,false,D,9,9,2,5,4/2/22,23,B02597,457849,25-34,2,medium,false,Self-employed,Affordability,false
H05738,Hillcrest,406958,1548,2,2,16,0,0.14,false,false,D,9,9,2,5,4/4/22,3,B05738,472996,35-44,1,medium,false,Dual income,Modern & Updated,true
H04440,Hillcrest,715002,2786,4,4,5,1,0.17,true,false,F,9,9,2,5,4/4/22,14,B04440,756437,45-54,2,high,false,Full-time employed,Modern & Updated,false
H06764,Hillcrest,1061002,4351,6,5,41,2,0.14,false,false,B,9,9,2,5,4/6/22,7,B06764,1185101,45-54,4,high,true,Full-time employed,Investment,true
H06915,Hillcrest,811462,3092,6,5,3,2,0.17,true,false,E,9,9,2,5,4/7/22,45,B06915,919370,25-34,3,high,true,Self-employed,Location & Schools,true
H05773,Hillcrest,460189,1574,2,2,0,1,0.25,true,false,F,9,9,2,5,4/9/22,21,B05773,505950,35-44,1,medium,false,Dual income,Affordability,false
H07308,Hillcrest,390952,1257,3,2,7,1,0.2,true,false,E,9,9,2,5,4/9/22,6,B07308,437000,25-34,1,medium,false,Dual income,Space & Bedrooms,false
H04427,Hillcrest,304825,800,2,2,28,1,0.14,true,false,D,9,9,2,5,4/9/22,6,B04427,349790,35-44,2,medium,false,Dual income,Location & Schools,false
H06026,Hillcrest,286434,800,2,1,14,2,0.13,true,false,F,9,9,2,5,4/10/22,24,B06026,330865,25-34,1,medium,false,Full-time employed,Investment,false
H04167,Hillcrest,978625,3888,6,5,43,3,0.11,false,false,B,9,9,2,5,4/11/22,78,B04167,1143489,45-54,4,high,true,Full-time employed,Affordability,false
H07517,Hillcrest,831488,3090,5,5,27,2,0.13,false,false,D,9,9,2,5,4/14/22,58,B07517,927990,55-64,3,high,true,Full-time employed,Space & Bedrooms,false
H05646,Hillcrest,358991,1160,2,2,8,1,0.17,false,false,F,9,9,2,5,4/14/22,129,B05646,382036,35-44,1,medium,false,Self-employed,Modern & Updated,false
H04022,Hillcrest,670308,2359,3,4,6,1,0.11,true,false,F,9,9,2,5,4/15/22,14,B04022,721030,55-64,1,high,false,Retired,Location & Schools,false
H07755,Hillcrest,1106381,4176,6,5,3,2,0.12,true,false,F,9,9,2,5,4/15/22,21,B07755,1196716,45-54,3,high,true,Full-time employed,Modern & Updated,false
H03054,Hillcrest,770192,3132,4,4,36,2,0.13,false,false,B,9,9,2,5,4/16/22,43,B03054,858681,25-34,1,high,false,Full-time employed,Investment,false
H07099,Hillcrest,369569,1567,3,3,28,1,0.11,false,false,E,9,9,2,5,4/16/22,2,B07099,402993,35-44,2,medium,false,Full-time employed,Space & Bedrooms,false
H03437,Hillcrest,861803,3581,6,5,30,3,0.16,false,false,C,9,9,2,5,4/16/22,30,B03437,995527,25-34,2,high,false,Full-time employed,Modern & Updated,false
H07757,Hillcrest,1172841,4500,6,5,1,3,0.19,true,false,F,9,9,2,5,4/17/22,37,B07757,1305468,45-54,4,high,false,Self-employed,Location & Schools,false
H05803,Hillcrest,719846,3112,5,5,9,2,0.18,false,false,E,9,9,2,5,4/19/22,7,B05803,770207,45-54,3,high,false,Self-employed,Location & Schools,false
H05780,Hillcrest,683974,2736,4,4,7,2,0.18,false,false,F,9,9,2,5,4/19/22,8,B05780,751814,35-44,3,high,true,Full-time employed,Space & Bedrooms,false
H07833,Hillcrest,690456,2803,5,5,11,1,0.16,false,false,D,9,9,2,5,4/20/22,4,B07833,806646,65+,1,high,false,Retired,Space & Bedrooms,false
H00152,Hillcrest,496247,2008,4,3,22,2,0.11,false,false,E,9,9,2,5,4/20/22,40,B00152,568688,45-54,2,medium,false,Self-employed,Space & Bedrooms,true
H02077,Hillcrest,889050,3465,5,5,21,3,0.14,false,false,F,9,9,2,5,4/20/22,19,B02077,957249,25-34,2,high,false,Dual income,Modern & Updated,false
H03720,Hillcrest,853710,3256,6,5,44,2,0.17,false,true,C,9,9,2,5,4/21/22,58,B03720,975176,25-34,3,high,false,Full-time employed,Location & Schools,false
H01708,Hillcrest,953803,3691,6,5,57,2,0.16,false,true,C,9,9,2,5,4/21/22,1,B01708,1122239,45-54,3,high,true,Full-time employed,Space & Bedrooms,false
H05084,Hillcrest,682179,2476,2,2,0,1,0.32,false,false,F,9,9,2,5,4/22/22,13,B05084,795061,45-54,1,high,false,Full-time employed,Location & Schools,false
H04340,Hillcrest,592949,2027,4,4,14,1,0.08,true,false,D,9,9,2,5,4/22/22,30,B04340,691450,35-44,2,high,false,Full-time employed,Location & Schools,false
H06119,Hillcrest,410896,1666,2,2,19,2,0.19,false,false,C,9,9,2,5,4/23/22,18,B06119,434025,35-44,1,medium,false,Full-time employed,Modern & Updated,false
H01384,Hillcrest,842608,3560,6,5,4,3,0.1,false,false,F,9,9,2,5,4/24/22,14,B01384,973784,35-44,5,high,true,Full-time employed,Affordability,false
H00901,Hillcrest,846339,3469,5,5,3,3,0.11,false,false,F,9,9,2,5,4/27/22,83,B00901,956104,45-54,4,high,false,Full-time employed,Modern & Updated,false
H01459,Hillcrest,1007094,3980,6,5,4,2,0.11,false,true,F,9,9,2,5,4/27/22,26,B01459,1098332,25-34,2,high,false,Full-time employed,Modern & Updated,false
H06485,Hillcrest,742056,2842,5,5,12,2,0.1,false,false,D,9,9,2,5,4/28/22,6,B06485,821179,35-44,4,high,true,Dual income,Space & Bedrooms,false
H02175,Hillcrest,750927,2795,6,5,24,1,0.29,true,false,D,9,9,2,5,5/1/22,11,B02175,871164,35-44,4,high,false,Full-time employed,Space & Bedrooms,false
H01556,Hillcrest,465857,1736,4,4,7,1,0.18,true,false,F,9,9,2,5,5/2/22,93,B01556,520453,35-44,3,medium,true,Full-time employed,Location & Schools,true
H02869,Hillcrest,416666,1519,2,2,55,1,0.2,false,false,A,9,9,2,5,5/3/22,21,B02869,487932,45-54,3,medium,false,Full-time employed,Location & Schools,false
H02527,Hillcrest,752278,3166,6,5,27,3,0.21,false,false,D,9,9,2,5,5/3/22,16,B02527,837545,55-64,4,high,true,Dual income,Location & Schools,false
H03623,Hillcrest,672145,2687,4,4,21,2,0.25,false,false,D,9,9,2,5,5/4/22,127,B03623,714762,45-54,3,high,true,Full-time employed,Location & Schools,true
H05681,Hillcrest,281653,800,1,1,52,1,0.18,false,false,A,9,9,2,5,5/4/22,6,B05681,303361,65+,1,medium,false,Retired,Location & Schools,false
H07181,Hillcrest,1037072,4108,6,5,11,2,0.31,false,false,F,9,9,2,5,5/4/22,3,B07181,1180451,65+,2,high,false,Dual income,Modern & Updated,false
H02567,Hillcrest,686246,2685,5,5,0,2,0.21,false,false,F,9,9,2,5,5/5/22,63,B02567,750921,35-44,3,high,true,Self-employed,Space & Bedrooms,false
H04014,Hillcrest,1000529,3573,6,5,11,2,0.21,true,false,D,9,9,2,5,5/6/22,3,B04014,1167278,55-64,4,high,true,Retired,Space & Bedrooms,false
H04764,Hillcrest,655890,2306,4,4,2,2,0.15,false,true,F,9,9,2,5,5/7/22,7,B04764,729067,55-64,2,high,false,Retired,Modern & Updated,false
H05195,Hillcrest,513228,2155,4,4,9,2,0.12,false,false,D,9,9,2,5,5/9/22,9,B05195,555403,35-44,2,medium,false,Full-time employed,Location & Schools,false
H03120,Hillcrest,662927,2925,5,5,19,1,0.15,false,false,D,9,9,2,5,5/10/22,46,B03120,764628,35-44,4,high,true,Full-time employed,Space & Bedrooms,false
H03271,Hillcrest,540973,2140,3,3,4,2,0.15,false,false,E,9,9,2,5,5/10/22,39,B03271,609827,45-54,2,medium,false,Full-time employed,Location & Schools,false
H00783,Hillcrest,743747,2324,2,3,13,1,0.14,true,true,D,9,9,2,5,5/11/22,11,B00783,826822,35-44,1,high,false,Self-employed,Modern & Updated,false
H02095,Hillcrest,926075,3583,5,5,7,2,0.17,true,false,E,9,9,2,5,5/12/22,19,B02095,1000986,65+,2,high,false,Retired,Modern & Updated,false
H05383,Hillcrest,890495,3846,6,5,9,2,0.09,false,false,E,9,9,2,5,5/12/22,5,B05383,960568,45-54,4,high,true,Self-employed,Modern & Updated,false
H05271,Hillcrest,581747,2211,4,4,7,2,0.16,true,false,F,9,9,2,5,5/14/22,7,B05271,682183,45-54,3,high,true,Full-time employed,Location & Schools,true
H03350,Hillcrest,789558,3330,6,5,2,3,0.08,false,false,F,9,9,2,5,5/14/22,28,B03350,924929,45-54,4,high,true,Full-time employed,Location & Schools,false
H03095,Hillcrest,774147,3289,6,5,19,2,0.15,false,false,D,9,9,2,5,5/15/22,70,B03095,903068,45-54,4,high,true,Full-time employed,Modern & Updated,false
H03950,Hillcrest,896611,3654,6,5,9,2,0.1,false,false,E,9,9,2,5,5/15/22,87,B03950,1035819,45-54,4,high,true,Full-time employed,Location & Schools,false
H01808,Hillcrest,789879,3063,5,5,17,3,0.17,true,false,D,9,9,2,5,5/17/22,16,B01808,879093,45-54,2,high,false,Retired,Location & Schools,false
H00722,Hillcrest,677277,2673,4,4,16,1,0.2,false,true,E,9,9,2,5,5/17/22,5,B00722,717730,35-44,4,high,false,Full-time employed,Space & Bedrooms,false
H03368,Hillcrest,826762,2914,5,5,2,2,0.17,true,false,E,9,9,2,5,5/18/22,15,B03368,912886,45-54,2,high,false,Full-time employed,Location & Schools,false
H02676,Hillcrest,731733,2587,4,4,0,2,0.14,true,false,F,9,9,2,5,5/20/22,18,B02676,819685,55-64,3,high,false,Full-time employed,Space & Bedrooms,true
H07013,Hillcrest,915423,3336,6,5,20,3,0.23,true,false,C,9,9,2,5,5/22/22,20,B07013,1074782,45-54,3,high,false,Self-employed,Low Maintenance,false
H02800,Hillcrest,914355,3682,6,5,5,3,0.13,false,false,F,9,9,2,5,5/23/22,61,B02800,983463,35-44,3,high,false,Self-employed,Location & Schools,false
H04592,Hillcrest,728538,3175,6,5,39,2,0.19,false,false,C,9,9,2,5,5/23/22,3,B04592,789268,45-54,5,high,true,Dual income,Location & Schools,true
H00494,Hillcrest,1103407,4067,6,5,19,2,0.16,true,false,D,9,9,2,5,5/25/22,3,B00494,1295839,35-44,5,high,true,Full-time employed,Space & Bedrooms,false
H00974,Hillcrest,536377,1922,1,2,11,2,0.25,false,false,D,9,9,2,5,5/27/22,6,B00974,587869,35-44,1,medium,false,Self-employed,Affordability,false
H03355,Hillcrest,907785,3259,6,5,9,3,0.26,true,false,F,9,9,2,5,5/27/22,11,B03355,971130,55-64,4,high,false,Full-time employed,Affordability,false
H02290,Hillcrest,269371,970,2,2,14,2,0.09,false,false,F,9,9,2,5,5/27/22,164,B02290,316831,35-44,1,medium,false,Self-employed,Affordability,false
H01527,Hillcrest,707407,2834,6,5,2,1,0.14,true,false,F,9,9,2,5,6/1/22,12,B01527,750059,45-54,5,high,true,Full-time employed,Space & Bedrooms,false
H07902,Hillcrest,740788,2808,5,5,10,2,0.17,true,false,F,9,9,2,5,6/2/22,1,B07902,786556,35-44,3,high,false,Full-time employed,Modern & Updated,false
H03145,Hillcrest,532223,1823,3,3,17,2,0.14,false,false,B,9,9,2,5,6/3/22,60,B03145,594926,25-34,1,medium,false,Full-time employed,Modern & Updated,false
H03640,Hillcrest,1086740,4477,6,5,9,3,0.12,false,false,D,9,9,2,5,6/3/22,7,B03640,1252384,45-54,4,high,true,Full-time employed,Low Maintenance,false
H00622,Hillcrest,587933,1908,4,4,46,2,0.13,true,true,D,9,9,2,5,6/4/22,97,B00622,641404,35-44,2,high,false,Full-time employed,Space & Bedrooms,false
H03182,Hillcrest,711937,2920,5,5,27,1,0.18,false,false,B,9,9,2,5,6/4/22,30,B03182,813606,55-64,3,high,false,Retired,Space & Bedrooms,false
H03791,Hillcrest,308051,800,1,1,9,0,0.17,false,false,F,9,9,2,5,6/5/22,48,B03791,358344,25-34,1,medium,false,Full-time employed,Location & Schools,false
H03521,Hillcrest,463068,1817,2,2,16,1,0.11,false,false,F,9,9,2,5,6/6/22,5,B03521,544292,35-44,2,medium,false,Full-time employed,Location & Schools,false
H04032,Hillcrest,634657,2486,4,4,49,1,0.14,false,false,B,9,9,2,5,6/8/22,4,B04032,682854,35-44,3,high,true,Dual income,Investment,false
H06993,Hillcrest,997542,4108,6,5,4,2,0.14,false,false,F,9,9,2,5,6/9/22,68,B06993,1139889,45-54,3,high,false,Dual income,Space & Bedrooms,false
H05152,Hillcrest,467191,1586,2,3,60,1,0.17,true,false,A,9,9,2,5,6/9/22,3,B05152,544635,45-54,1,medium,false,Self-employed,Location & Schools,false
H00881,Hillcrest,822930,3384,5,5,21,2,0.12,false,false,C,9,9,2,5,6/9/22,40,B00881,953027,25-34,1,high,false,Dual income,Affordability,false
H05322,Hillcrest,412505,1649,3,3,19,1,0.14,false,false,E,9,9,2,5,6/10/22,10,B05322,466552,35-44,2,medium,false,Full-time employed,Affordability,false
H05925,Hillcrest,302620,1254,2,2,2,1,0.12,false,false,F,9,9,2,5,6/11/22,90,B05925,320873,35-44,1,medium,false,Full-time employed,Space & Bedrooms,false
H07438,Hillcrest,324241,800,1,1,18,1,0.16,true,false,D,9,9,2,5,6/11/22,14,B07438,356594,35-44,1,medium,false,Dual income,Space & Bedrooms,false
H02911,Hillcrest,981077,3877,6,5,60,2,0.15,false,false,A,9,9,2,5,6/12/22,5,B02911,1126130,35-44,3,high,false,Full-time employed,Investment,true
H03496,Hillcrest,810829,3022,6,5,12,3,0.21,false,false,F,9,9,2,5,6/12/22,21,B03496,934926,45-54,2,high,false,Full-time employed,Modern & Updated,false
H06338,Hillcrest,500521,2274,4,4,25,1,0.15,false,false,D,9,9,2,5,6/13/22,49,B06338,586597,35-44,3,medium,true,Dual income,Space & Bedrooms,false
H04681,Hillcrest,597039,2225,3,3,9,2,0.21,false,false,E,9,9,2,5,6/13/22,41,B04681,672255,45-54,2,high,false,Self-employed,Investment,false
H02641,Hillcrest,646100,2491,4,4,60,1,0.13,false,false,A,9,9,2,5,6/13/22,22,B02641,740919,65+,1,high,false,Retired,Low Maintenance,false
H07329,Hillcrest,528901,1877,3,3,40,2,0.18,true,true,D,9,9,2,5,6/13/22,8,B07329,581331,35-44,2,medium,false,Full-time employed,Affordability,false
H07548,Hillcrest,937386,3799,6,5,8,2,0.19,false,false,D,9,9,2,5,6/13/22,31,B07548,1092945,45-54,4,high,true,Full-time employed,Affordability,false
H02040,Hillcrest,762976,2623,5,5,42,1,0.15,true,false,A,9,9,2,5,6/13/22,44,B02040,862757,35-44,2,high,false,Full-time employed,Modern & Updated,false
H05909,Hillcrest,301073,1226,2,2,29,0,0.08,false,false,D,9,9,2,5,6/14/22,34,B05909,340613,35-44,2,medium,false,Full-time employed,Space & Bedrooms,false
H03766,Hillcrest,749665,3082,5,5,38,2,0.17,false,false,C,9,9,2,5,6/15/22,20,B03766,797468,45-54,3,high,false,Full-time employed,Location & Schools,false
H02005,Hillcrest,352435,1187,2,2,43,1,0.11,true,false,A,9,9,2,5,6/15/22,25,B02005,408378,45-54,1,medium,false,Full-time employed,Space & Bedrooms,false
H06280,Hillcrest,614367,2240,3,3,27,1,0.26,true,true,E,9,9,2,5,6/16/22,46,B06280,706466,35-44,1,high,false,Full-time employed,Affordability,false
