house_id,neighborhood,price,square_feet,num_bedrooms,num_bathrooms,house_age,garage_spaces,lot_size_acres,has_pool,recently_renovated,energy_rating,location_score,school_rating,crime_rate,distance_downtown_miles,sale_date,days_on_market,buyer_id,buyer_budget,buyer_age_group,buyer_family_size,buyer_income_level,has_children,employment_type,buyer_preference,first_time_buyer
H02823,Suburban Park,680401,2895,4,5,6,1,0.52,true,false,E,8,9,3,10,2/4/22,14,B02823,736512,35-44,2,high,false,Full-time employed,Affordability,false
H03686,Suburban Park,222675,800,1,1,2,1,0.4,false,false,D,8,9,3,10,2/5/22,8,B03686,256640,35-44,1,low,false,Full-time employed,Modern & Updated,false
H05771,Suburban Park,575927,2613,4,4,23,1,0.44,true,true,F,8,9,3,10,2/6/22,99,B05771,677672,35-44,1,high,false,Self-employed,Location & Schools,false
H03400,Suburban Park,534177,2751,5,5,6,2,0.3,false,false,F,8,9,3,10,2/7/22,23,B03400,613693,45-54,3,medium,true,Full-time employed,Affordability,true
H07025,Suburban Park,191551,800,1,1,1,1,0.28,false,false,E,8,9,3,10,2/9/22,5,B07025,205382,65+,1,low,false,Retired,Low Maintenance,false
H03800,Suburban Park,591906,2528,4,4,4,1,0.39,true,false,F,8,9,3,10,2/10/22,48,B03800,645374,45-54,4,high,true,Full-time employed,Space & Bedrooms,false
H02515,Suburban Park,444542,2103,3,3,8,2,0.38,false,false,E,8,9,3,10,2/11/22,39,B02515,507999,35-44,1,medium,false,Full-time employed,Location & Schools,false
H01509,Suburban Park,655604,2869,4,4,10,2,0.26,false,false,F,8,9,3,10,2/12/22,5,B01509,699947,35-44,2,high,false,Dual income,Modern & Updated,true
H07565,Suburban Park,599625,2998,6,5,4,1,0.29,false,false,F,8,9,3,10,2/13/22,14,B07565,702004,35-44,3,high,true,Dual income,Space & Bedrooms,false
H05523,Suburban Park,291593,1332,2,2,9,1,0.33,false,false,F,8,9,3,10,2/13/22,7,B05523,324905,35-44,1,medium,false,Full-time employed,Affordability,false
H05386,Suburban Park,261805,800,1,1,0,1,0.43,true,false,F,8,9,3,10,2/13/22,25,B05386,290541,35-44,1,medium,false,Full-time employed,Location & Schools,false
H01965,Suburban Park,614625,3105,5,5,1,2,0.4,true,false,F,8,9,3,10,2/14/22,80,B01965,646690,45-54,2,high,false,Full-time employed,Location & Schools,false
H04835,Suburban Park,288818,1476,2,2,5,0,0.32,false,false,F,8,9,3,10,2/15/22,36,B04835,332875,45-54,1,medium,false,Full-time employed,Affordability,false
H05757,Suburban Park,547688,2335,5,4,18,1,0.22,true,false,E,8,9,3,10,2/16/22,60,B05757,642843,45-54,4,high,true,Full-time employed,Affordability,false
H00804,Suburban Park,413530,1995,4,4,4,1,0.32,false,false,F,8,9,3,10,2/17/22,86,B00804,487824,35-44,2,medium,false,Dual income,Space & Bedrooms,false
H06904,Suburban Park,305135,1148,2,2,19,2,0.37,false,true,F,8,9,3,10,2/18/22,50,B06904,332693,35-44,2,medium,false,Full-time employed,Modern & Updated,true
H06790,Suburban Park,477024,2485,4,4,17,2,0.51,false,false,D,8,9,3,10,2/19/22,40,B06790,527963,45-54,4,medium,true,Self-employed,Investment,false
H00021,Suburban Park,424767,1994,4,4,11,2,0.24,false,false,E,8,9,3,10,2/20/22,4,B00021,492531,45-54,2,medium,false,Dual income,Investment,false
H04267,Suburban Park,390562,1911,3,3,7,1,0.43,false,false,F,8,9,3,10,2/20/22,16,B04267,448097,45-54,2,medium,false,Self-employed,Investment,false
H04188,Suburban Park,357311,1645,2,2,8,1,0.1,false,false,E,8,9,3,10,2/21/22,7,B04188,391839,55-64,2,medium,false,Dual income,Space & Bedrooms,false
H05887,Suburban Park,259342,1051,1,1,16,0,0.48,true,false,D,8,9,3,10,2/22/22,33,B05887,301781,35-44,1,medium,false,Self-employed,Space & Bedrooms,false
H01114,Suburban Park,226943,800,2,1,0,1,0.22,false,false,F,8,9,3,10,2/23/22,10,B01114,245165,25-34,1,low,false,Full-time employed,Location & Schools,false
H02243,Suburban Park,555436,2401,3,3,5,2,0.28,false,false,F,8,9,3,10,2/24/22,23,B02243,637112,55-64,1,high,false,Full-time employed,Low Maintenance,false
H05650,Suburban Park,180553,800,2,2,0,0,0.24,false,false,F,8,9,3,10,2/24/22,6,B05650,208067,25-34,1,low,false,Full-time employed,Location & Schools,false
H05243,Suburban Park,590931,2515,5,4,6,1,0.22,true,true,F,8,9,3,10,2/24/22,14,B05243,647550,35-44,3,high,true,Dual income,Location & Schools,false
H06333,Suburban Park,509297,2368,5,5,4,1,0.21,false,false,F,8,9,3,10,2/25/22,150,B06333,582193,55-64,2,medium,false,Retired,Space & Bedrooms,false
H02167,Suburban Park,328573,1250,2,2,2,0,0.24,false,false,E,8,9,3,10,2/28/22,23,B02167,376584,25-34,1,medium,false,Full-time employed,Space & Bedrooms,false
H04088,Suburban Park,528152,2871,5,5,7,1,0.45,false,false,F,8,9,3,10,2/28/22,10,B04088,582718,25-34,2,medium,false,Full-time employed,Modern & Updated,true
H06871,Suburban Park,393587,1815,3,3,2,2,0.38,true,false,F,8,9,3,10,3/1/22,11,B06871,462886,35-44,2,medium,false,Self-employed,Affordability,false
H02763,Suburban Park,623712,2760,4,4,3,2,0.27,true,false,F,8,9,3,10,3/1/22,13,B02763,670298,35-44,3,high,true,Full-time employed,Low Maintenance,false
H07363,Suburban Park,614655,2764,4,4,13,1,0.3,false,false,D,8,9,3,10,3/1/22,70,B07363,701128,45-54,2,high,false,Dual income,Space & Bedrooms,true
H02455,Suburban Park,402609,1895,4,4,7,2,0.29,true,false,F,8,9,3,10,3/3/22,1,B02455,435001,35-44,3,medium,false,Full-time employed,Location & Schools,true
H01507,Suburban Park,833334,3832,6,5,4,3,0.36,false,false,E,8,9,3,10,3/3/22,2,B01507,889684,35-44,4,high,false,Self-employed,Location & Schools,false
H04501,Suburban Park,584357,2609,4,4,19,2,0.35,true,true,F,8,9,3,10,3/4/22,2,B04501,662643,35-44,3,high,false,Full-time employed,Space & Bedrooms,false
H02947,Suburban Park,732128,3552,5,5,2,2,0.5,false,false,F,8,9,3,10,3/4/22,11,B02947,833118,55-64,3,high,false,Dual income,Location & Schools,false
H07947,Suburban Park,524194,2788,4,4,18,2,0.19,false,false,D,8,9,3,10,3/4/22,40,B07947,570104,55-64,2,medium,false,Retired,Location & Schools,false
H07638,Suburban Park,610204,2568,4,4,4,2,0.2,true,false,F,8,9,3,10,3/5/22,52,B07638,643042,55-64,2,high,false,Dual income,Affordability,false
H02464,Suburban Park,404038,1933,3,3,5,2,0.5,false,false,F,8,9,3,10,3/5/22,13,B02464,436773,55-64,2,medium,false,Retired,Investment,false
H00750,Suburban Park,601924,2708,5,5,7,1,0.31,true,false,E,8,9,3,10,3/6/22,51,B00750,707136,45-54,5,high,true,Retired,Low Maintenance,false
H05320,Suburban Park,708875,3548,6,5,17,2,0.2,false,false,D,8,9,3,10,3/6/22,29,B05320,778897,35-44,4,high,false,Full-time employed,Location & Schools,false
H03064,Suburban Park,259627,985,1,1,4,1,0.34,true,false,F,8,9,3,10,3/7/22,6,B03064,297595,25-34,1,medium,false,Full-time employed,Modern & Updated,false
H06133,Suburban Park,374065,1642,3,3,2,1,0.42,false,false,F,8,9,3,10,3/8/22,78,B06133,432057,45-54,1,medium,false,Self-employed,Low Maintenance,false
H04111,Suburban Park,392998,1375,3,3,5,1,0.45,true,false,E,8,9,3,10,3/8/22,5,B04111,449922,25-34,1,medium,false,Full-time employed,Modern & Updated,false
H02463,Suburban Park,458956,2288,4,4,26,2,0.29,false,false,E,8,9,3,10,3/11/22,104,B02463,530972,25-34,2,medium,false,Self-employed,Modern & Updated,true
H06531,Suburban Park,459853,2200,4,4,8,1,0.64,false,false,F,8,9,3,10,3/11/22,34,B06531,503882,45-54,3,medium,true,Full-time employed,Investment,false
H04356,Suburban Park,328993,1542,3,3,4,1,0.3,false,false,F,8,9,3,10,3/11/22,18,B04356,360431,55-64,3,medium,true,Self-employed,Affordability,false
H02767,Suburban Park,775641,3699,6,5,8,3,0.37,true,false,E,8,9,3,10,3/11/22,10,B02767,835554,45-54,4,high,true,Full-time employed,Location & Schools,false
H00780,Suburban Park,764720,3474,6,5,6,2,0.36,true,false,E,8,9,3,10,3/12/22,25,B00780,817006,55-64,2,high,false,Full-time employed,Space & Bedrooms,false
H06434,Suburban Park,444314,2179,4,4,49,2,0.2,false,false,B,8,9,3,10,3/12/22,1,B06434,492871,25-34,2,medium,false,Full-time employed,Affordability,false
H04717,Suburban Park,263872,1139,1,1,40,1,0.68,true,false,B,8,9,3,10,3/12/22,16,B04717,308547,45-54,1,medium,false,Full-time employed,Modern & Updated,false
H03297,Suburban Park,636316,2863,4,4,2,2,0.26,true,false,F,8,9,3,10,3/13/22,28,B03297,733539,45-54,2,high,false,Self-employed,Space & Bedrooms,false
H00850,Suburban Park,636260,3018,5,5,21,2,0.3,false,false,D,8,9,3,10,3/13/22,62,B00850,692319,45-54,4,high,true,Self-employed,Space & Bedrooms,false
H06322,Suburban Park,439879,2306,3,4,16,1,0.36,false,false,E,8,9,3,10,3/15/22,34,B06322,510014,35-44,1,medium,false,Full-time employed,Space & Bedrooms,false
H07214,Suburban Park,278888,972,2,2,5,0,0.17,false,false,F,8,9,3,10,3/15/22,4,B07214,322298,35-44,1,medium,false,Dual income,Space & Bedrooms,false
H02303,Suburban Park,596596,2902,6,5,3,2,0.53,false,false,F,8,9,3,10,3/17/22,43,B02303,664105,35-44,4,high,true,Self-employed,Location & Schools,false
H02631,Suburban Park,481078,2366,3,4,20,2,0.3,false,true,F,8,9,3,10,3/18/22,12,B02631,539138,55-64,3,medium,true,Self-employed,Space & Bedrooms,true
H04358,Suburban Park,296268,1278,2,2,19,1,0.5,false,true,E,8,9,3,10,3/18/22,6,B04358,324352,55-64,3,medium,false,Full-time employed,Space & Bedrooms,true
H02948,Suburban Park,233460,827,2,2,11,0,0.34,true,false,E,8,9,3,10,3/20/22,18,B02948,268545,25-34,1,low,false,Full-time employed,Affordability,false
H00686,Suburban Park,845133,4242,6,5,1,3,0.18,false,false,F,8,9,3,10,3/20/22,20,B00686,987855,65+,1,high,false,Full-time employed,Modern & Updated,false
H03201,Suburban Park,593332,2505,5,5,8,1,0.66,false,false,F,8,9,3,10,3/20/22,68,B03201,644765,65+,2,high,false,Retired,Modern & Updated,true
H06677,Suburban Park,635370,2822,5,5,16,2,0.26,true,false,E,8,9,3,10,3/21/22,136,B06677,676826,55-64,4,high,true,Full-time employed,Location & Schools,false
H03907,Suburban Park,543291,2355,4,4,1,2,0.46,false,false,F,8,9,3,10,3/23/22,44,B03907,598839,35-44,2,medium,false,Self-employed,Affordability,false
H02441,Suburban Park,590374,2465,4,4,7,2,0.23,false,false,D,8,9,3,10,3/23/22,40,B02441,630094,45-54,3,high,true,Full-time employed,Location & Schools,false
H00194,Suburban Park,581286,2692,3,3,12,2,0.17,true,false,D,8,9,3,10,3/24/22,39,B00194,676611,55-64,2,high,false,Dual income,Location & Schools,false
H03240,Suburban Park,404628,1826,3,3,12,2,0.25,false,false,D,8,9,3,10,3/26/22,48,B03240,468880,35-44,2,medium,false,Full-time employed,Investment,false
H00950,Suburban Park,297591,1678,3,3,54,0,0.35,false,false,A,8,9,3,10,3/26/22,13,B00950,337296,45-54,2,medium,false,Self-employed,Affordability,false
H05954,Suburban Park,448547,1703,2,2,20,1,0.26,true,true,F,8,9,3,10,3/26/22,13,B05954,526751,35-44,1,medium,false,Full-time employed,Space & Bedrooms,false
H00403,Suburban Park,410472,2120,3,4,3,1,0.18,false,false,F,8,9,3,10,3/27/22,76,B00403,432399,45-54,2,medium,false,Full-time employed,Location & Schools,false
H07676,Suburban Park,529448,2648,4,4,20,1,0.39,false,false,D,8,9,3,10,3/27/22,1,B07676,594093,35-44,2,medium,false,Self-employed,Affordability,true
H07938,Suburban Park,580387,2406,3,4,15,2,0.25,true,false,E,8,9,3,10,4/1/22,9,B07938,680459,45-54,2,high,false,Full-time employed,Modern & Updated,false
H07683,Suburban Park,613802,2733,6,5,9,1,0.38,false,false,F,8,9,3,10,4/2/22,10,B07683,661131,35-44,4,high,false,Dual income,Space & Bedrooms,false
H06192,Suburban Park,250754,1045,2,2,1,0,0.18,false,false,E,8,9,3,10,4/3/22,178,B06192,265212,25-34,1,low,false,Full-time employed,Space & Bedrooms,false
H06701,Suburban Park,265515,886,1,2,1,2,0.16,true,false,F,8,9,3,10,4/4/22,5,B06701,299038,25-34,1,medium,false,Full-time employed,Modern & Updated,false
H05619,Suburban Park,582924,2994,4,5,18,1,0.37,false,false,D,8,9,3,10,4/5/22,11,B05619,627091,25-34,2,medium,false,Full-time employed,Space & Bedrooms,false
H04015,Suburban Park,775217,3455,6,5,11,2,0.29,false,false,C,8,9,3,10,4/5/22,57,B04015,861623,55-64,4,high,false,Dual income,Low Maintenance,false
H02738,Suburban Park,508611,2339,4,4,16,2,0.32,false,false,E,8,9,3,10,4/5/22,26,B02738,586109,35-44,2,medium,false,Full-time employed,Location & Schools,false
H03164,Suburban Park,253207,1213,1,1,6,1,0.28,false,false,E,8,9,3,10,4/6/22,9,B03164,292249,35-44,1,medium,false,Dual income,Location & Schools,false
H07965,Suburban Park,614258,2850,4,4,38,1,0.26,false,true,C,8,9,3,10,4/6/22,63,B07965,721887,45-54,1,high,false,Full-time employed,Space & Bedrooms,false
H02769,Suburban Park,709709,3183,6,5,1,2,0.27,false,false,F,8,9,3,10,4/6/22,13,B02769,759278,45-54,3,high,true,Full-time employed,Location & Schools,false
H07791,Suburban Park,234918,994,1,2,29,1,0.38,false,false,D,8,9,3,10,4/7/22,108,B07791,259477,45-54,1,low,false,Retired,Investment,false
H02586,Suburban Park,432795,2230,4,4,15,1,0.3,true,false,E,8,9,3,10,4/7/22,180,B02586,491319,45-54,2,medium,false,Full-time employed,Modern & Updated,false
H00130,Suburban Park,261847,800,1,1,0,1,0.2,true,true,F,8,9,3,10,4/8/22,60,B00130,292629,35-44,1,medium,false,Full-time employed,Affordability,false
H01932,Suburban Park,382443,1821,3,3,13,1,0.19,false,false,F,8,9,3,10,4/9/22,123,B01932,443850,25-34,2,medium,false,Full-time employed,Affordability,false
H04740,Suburban Park,316917,1319,1,1,1,1,0.23,false,false,E,8,9,3,10,4/9/22,31,B04740,342204,55-64,1,medium,false,Dual income,Modern & Updated,false
H06349,Suburban Park,802416,3579,6,5,6,2,0.36,false,false,E,8,9,3,10,4/9/22,63,B06349,928102,45-54,3,high,false,Dual income,Space & Bedrooms,false
H04628,Suburban Park,418238,2157,3,3,10,2,0.29,false,false,D,8,9,3,10,4/10/22,24,B04628,445947,45-54,2,medium,false,Self-employed,Affordability,false
H02329,Suburban Park,265665,1142,2,2,1,1,0.11,false,false,F,8,9,3,10,4/11/22,8,B02329,302936,45-54,2,medium,false,Full-time employed,Affordability,false
H05426,Suburban Park,773724,3576,6,5,13,2,0.24,true,false,D,8,9,3,10,4/12/22,103,B05426,871448,35-44,4,high,true,Full-time employed,Location & Schools,false
H04522,Suburban Park,559018,2684,6,5,2,1,0.18,false,false,E,8,9,3,10,4/12/22,10,B04522,609185,25-34,2,medium,false,Full-time employed,Location & Schools,false
H07193,Suburban Park,500505,2600,4,4,8,1,0.75,true,false,F,8,9,3,10,4/12/22,1,B07193,561868,45-54,3,medium,true,Full-time employed,Affordability,false
H02495,Suburban Park,434398,1880,2,2,6,2,0.42,false,false,E,8,9,3,10,4/12/22,18,B02495,468831,25-34,1,medium,false,Full-time employed,Low Maintenance,false
H02497,Suburban Park,741488,3485,6,5,4,2,0.45,true,false,F,8,9,3,10,4/12/22,65,B02497,855726,25-34,3,high,true,Full-time employed,Space & Bedrooms,false
H05354,Suburban Park,332848,1721,3,3,41,1,0.28,false,false,B,8,9,3,10,4/14/22,14,B05354,389402,35-44,1,medium,false,Dual income,Affordability,false
H05649,Suburban Park,768554,3501,5,5,8,3,0.41,false,false,E,8,9,3,10,4/14/22,20,B05649,834469,55-64,3,high,false,Full-time employed,Location & Schools,false
H04571,Suburban Park,681458,2971,5,5,1,1,0.24,true,false,F,8,9,3,10,4/15/22,89,B04571,774359,45-54,3,high,true,Full-time employed,Investment,false
H05063,Suburban Park,469135,2141,3,3,4,1,0.3,false,false,F,8,9,3,10,4/15/22,33,B05063,521637,35-44,1,medium,false,Full-time employed,Space & Bedrooms,false
H06571,Suburban Park,569186,2556,5,5,2,1,0.22,false,false,F,8,9,3,10,4/15/22,11,B06571,613939,25-34,3,medium,false,Full-time employed,Location & Schools,false
H05137,Suburban Park,647244,2683,4,4,1,2,0.41,false,false,E,8,9,3,10,4/15/22,1,B05137,684637,45-54,3,high,true,Full-time employed,Location & Schools,false
H01087,Suburban Park,564628,2744,5,5,0,1,0.31,false,false,F,8,9,3,10,4/16/22,5,B01087,649783,35-44,4,high,true,Dual income,Space & Bedrooms,false
H03909,Suburban Park,463028,2064,2,2,8,1,0.37,false,false,E,8,9,3,10,4/16/22,58,B03909,491144,45-54,1,medium,false,Full-time employed,Affordability,false
H00299,Suburban Park,274409,1177,3,3,3,2,0.19,false,false,D,8,9,3,10,4/17/22,31,B00299,298403,35-44,1,medium,false,Dual income,Space & Bedrooms,false
H03366,Suburban Park,484994,1999,4,4,0,2,0.45,true,false,F,8,9,3,10,4/17/22,20,B03366,556661,45-54,2,medium,false,Dual income,Space & Bedrooms,false
H02680,Suburban Park,714196,3587,6,5,14,3,0.25,false,false,D,8,9,3,10,4/17/22,35,B02680,798305,45-54,3,high,true,Full-time employed,Space & Bedrooms,false
H06833,Suburban Park,514030,2208,4,4,10,2,0.26,true,false,C,8,9,3,10,4/18/22,95,B06833,540238,65+,1,medium,false,Retired,Low Maintenance,false
H04869,Suburban Park,712787,3157,5,5,5,3,0.45,true,false,E,8,9,3,10,4/18/22,11,B04869,797060,45-54,4,high,false,Self-employed,Space & Bedrooms,false
H01363,Suburban Park,710202,3156,6,5,9,3,0.25,false,true,F,8,9,3,10,4/18/22,1,B01363,790444,35-44,4,high,true,Dual income,Location & Schools,false
H04134,Suburban Park,547399,2509,4,4,15,2,0.3,true,false,E,8,9,3,10,4/18/22,5,B04134,586820,45-54,2,medium,false,Full-time employed,Modern & Updated,false
H03011,Suburban Park,745840,3324,6,5,1,2,0.27,false,false,F,8,9,3,10,4/19/22,13,B03011,852239,45-54,3,high,true,Dual income,Space & Bedrooms,false
H02580,Suburban Park,354959,2010,3,4,25,2,0.28,false,false,D,8,9,3,10,4/20/22,8,B02580,378206,25-34,1,medium,false,Self-employed,Affordability,false
H01934,Suburban Park,685390,3061,4,5,2,3,0.43,true,false,F,8,9,3,10,4/21/22,72,B01934,745390,35-44,4,high,false,Self-employed,Location & Schools,false
H05637,Suburban Park,441497,1765,3,3,6,1,0.3,false,false,F,8,9,3,10,4/23/22,62,B05637,485216,25-34,1,medium,false,Dual income,Affordability,false
H07650,Suburban Park,555264,2662,5,5,9,2,0.47,false,false,F,8,9,3,10,4/25/22,1,B07650,629841,35-44,4,medium,false,Full-time employed,Affordability,false
H04697,Suburban Park,699980,3063,5,5,9,2,0.22,false,false,C,8,9,3,10,4/25/22,57,B04697,752299,35-44,3,high,true,Full-time employed,Location & Schools,true
H01833,Suburban Park,160791,959,1,2,22,1,0.2,false,false,E,8,9,3,10,4/26/22,1,B01833,185529,25-34,1,low,false,Self-employed,Affordability,false
H06957,Suburban Park,486019,2781,4,4,11,1,0.22,false,false,F,8,9,3,10,4/27/22,126,B06957,566292,35-44,4,medium,false,Self-employed,Space & Bedrooms,true
H06602,Suburban Park,623113,2807,4,4,0,2,0.22,true,false,F,8,9,3,10,4/27/22,7,B06602,700183,35-44,1,high,false,Full-time employed,Affordability,false
H01751,Suburban Park,429333,1962,2,2,6,2,0.21,false,false,D,8,9,3,10,4/28/22,37,B01751,470895,55-64,3,medium,false,Retired,Affordability,false
H07391,Suburban Park,840584,3978,6,5,1,2,0.29,false,false,F,8,9,3,10,5/1/22,39,B07391,921890,65+,2,high,false,Retired,Location & Schools,false
H01550,Suburban Park,407857,2067,3,3,7,2,0.3,false,false,F,8,9,3,10,5/1/22,69,B01550,450234,25-34,1,medium,false,Self-employed,Location & Schools,false
H03550,Suburban Park,490789,2204,3,3,18,1,0.16,true,false,D,8,9,3,10,5/1/22,17,B03550,554707,55-64,3,medium,false,Full-time employed,Location & Schools,false
H02717,Suburban Park,457096,2170,4,4,1,1,0.71,true,false,F,8,9,3,10,5/2/22,32,B02717,537655,35-44,1,medium,false,Self-employed,Location & Schools,false
H06930,Suburban Park,509029,2500,4,4,2,1,0.21,false,false,E,8,9,3,10,5/2/22,9,B06930,547658,35-44,2,medium,false,Full-time employed,Space & Bedrooms,false
H07790,Suburban Park,500054,2100,3,4,1,1,0.35,true,false,F,8,9,3,10,5/2/22,34,B07790,549858,25-34,2,medium,false,Full-time employed,Modern & Updated,false
H04661,Suburban Park,399318,1668,3,2,14,2,0.38,true,false,D,8,9,3,10,5/2/22,58,B04661,439809,55-64,2,medium,false,Dual income,Affordability,false
H03057,Suburban Park,400229,1988,4,3,6,1,0.31,false,false,E,8,9,3,10,5/3/22,38,B03057,468176,35-44,3,medium,true,Self-employed,Location & Schools,true
H00230,Suburban Park,549161,2763,5,5,1,1,0.24,false,false,F,8,9,3,10,5/4/22,78,B00230,616961,25-34,2,medium,false,Self-employed,Modern & Updated,false
H07287,Suburban Park,387286,1708,3,3,1,1,0.4,false,false,F,8,9,3,10,5/5/22,26,B07287,446271,25-34,1,medium,false,Full-time employed,Affordability,false
H06342,Suburban Park,646640,3297,6,5,6,2,0.58,false,false,F,8,9,3,10,5/5/22,80,B06342,682374,35-44,4,high,true,Dual income,Location & Schools,false
H05149,Suburban Park,498709,1819,3,3,3,2,0.22,true,false,E,8,9,3,10,5/5/22,1,B05149,560706,65+,1,medium,false,Dual income,Low Maintenance,false
H00288,Suburban Park,584157,2590,4,4,5,2,0.38,false,false,F,8,9,3,10,5/5/22,68,B00288,681544,35-44,1,high,false,Full-time employed,Space & Bedrooms,false
H05664,Suburban Park,499159,2388,5,5,19,2,0.23,false,false,D,8,9,3,10,5/6/22,17,B05664,579328,35-44,3,medium,false,Full-time employed,Affordability,false
H04334,Suburban Park,354519,1335,2,2,2,2,0.21,true,false,F,8,9,3,10,5/6/22,2,B04334,413396,25-34,1,medium,false,Dual income,Space & Bedrooms,true
H04910,Suburban Park,550675,2272,4,4,1,1,0.24,true,false,F,8,9,3,10,5/7/22,28,B04910,631082,55-64,4,high,false,Retired,Modern & Updated,false
H01823,Suburban Park,408627,2044,4,4,59,1,0.21,true,false,A,8,9,3,10,5/9/22,7,B01823,441089,65+,1,medium,false,Dual income,Location & Schools,false
H01901,Suburban Park,448381,1856,3,3,8,2,0.22,false,true,F,8,9,3,10,5/9/22,5,B01901,489984,45-54,2,medium,false,Retired,Investment,false
H05203,Suburban Park,891369,4035,6,5,6,3,0.18,true,false,E,8,9,3,10,5/12/22,33,B05203,990600,45-54,5,high,true,Self-employed,Space & Bedrooms,false
H00201,Suburban Park,648609,2744,5,5,8,1,0.2,true,false,F,8,9,3,10,5/12/22,45,B00201,758223,45-54,3,high,true,Retired,Space & Bedrooms,false
