house_id,neighborhood,price,square_feet,num_bedrooms,num_bathrooms,house_age,garage_spaces,lot_size_acres,has_pool,recently_renovated,energy_rating,location_score,school_rating,crime_rate,distance_downtown_miles,sale_date,days_on_market,buyer_id,buyer_budget,buyer_age_group,buyer_family_size,buyer_income_level,has_children,employment_type,buyer_preference,first_time_buyer
H03308,Downtown,677465,3149,5,5,13,3,0.21,true,false,F,9,7,6,0,2/8/22,22,B03308,757383,45-54,5,high,true,Full-time employed,Location & Schools,false
H07861,Downtown,645360,2752,5,5,9,2,0.12,false,false,F,9,7,6,0,2/10/22,7,B07861,708808,45-54,2,high,false,Full-time employed,Modern & Updated,false
H04777,Downtown,420295,1439,2,2,52,2,0.12,false,false,A,9,7,6,0,2/11/22,21,B04777,459494,25-34,1,medium,false,Self-employed,Modern & Updated,false
H05828,Downtown,490552,2105,4,4,1,1,0.14,false,false,F,9,7,6,0,2/14/22,26,B05828,535164,45-54,2,medium,false,Full-time employed,Space & Bedrooms,false
H05434,Downtown,548423,2523,3,3,22,1,0.24,true,false,D,9,7,6,0,2/16/22,27,B05434,610616,35-44,3,medium,true,Full-time employed,Location & Schools,false
H05088,Downtown,514765,2354,4,4,3,2,0.11,false,false,D,9,7,6,0,2/21/22,57,B05088,604064,25-34,2,medium,false,Full-time employed,Space & Bedrooms,false
H02838,Downtown,785627,3452,6,5,13,3,0.12,true,false,E,9,7,6,0,2/27/22,9,B02838,899426,55-64,5,high,true,Retired,Space & Bedrooms,false
H01350,Downtown,514854,2247,4,4,9,2,0.11,true,false,F,9,7,6,0,2/28/22,29,B01350,600425,35-44,2,medium,false,Dual income,Investment,false
H03291,Downtown,846962,3917,6,5,32,2,0.12,false,false,C,9,7,6,0,3/2/22,19,B03291,983660,65+,2,high,false,Full-time employed,Low Maintenance,false
H01436,Downtown,779100,3170,5,5,12,3,0.11,true,false,D,9,7,6,0,3/4/22,45,B01436,847292,35-44,5,high,true,Dual income,Location & Schools,false
H03510,Downtown,408360,1924,4,4,7,1,0.16,false,false,E,9,7,6,0,3/8/22,64,B03510,445601,35-44,3,medium,true,Full-time employed,Space & Bedrooms,false
H03638,Downtown,276209,800,2,2,60,2,0.17,false,true,B,9,7,6,0,3/8/22,17,B03638,308810,55-64,1,medium,false,Dual income,Affordability,false
H07478,Downtown,677118,2817,5,5,35,2,0.1,true,true,D,9,7,6,0,3/8/22,24,B07478,755173,45-54,3,high,false,Full-time employed,Space & Bedrooms,false
H01753,Downtown,572283,2091,4,4,46,1,0.11,true,true,C,9,7,6,0,3/9/22,36,B01753,623720,35-44,3,medium,true,Dual income,Space & Bedrooms,false
H01799,Downtown,120000,800,1,1,41,1,0.23,false,false,C,9,7,6,0,3/10/22,15,B01799,136399,45-54,1,low,false,Dual income,Location & Schools,false
H02012,Downtown,419472,1772,3,3,12,1,0.1,false,false,E,9,7,6,0,3/10/22,78,B02012,447592,45-54,1,medium,false,Self-employed,Space & Bedrooms,true
H06353,Downtown,574247,2803,5,5,28,1,0.14,false,false,B,9,7,6,0,3/10/22,6,B06353,654673,45-54,2,high,false,Dual income,Location & Schools,false
H01248,Downtown,975728,4353,6,5,2,2,0.11,false,false,F,9,7,6,0,3/11/22,78,B01248,1056606,55-64,4,high,false,Retired,Modern & Updated,false
H00292,Downtown,500695,2005,3,4,6,2,0.26,true,false,E,9,7,6,0,3/13/22,25,B00292,571844,25-34,1,medium,false,Dual income,Affordability,false
H07723,Downtown,173951,800,1,1,2,1,0.14,false,false,F,9,7,6,0,3/15/22,123,B07723,197287,35-44,1,low,false,Self-employed,Modern & Updated,false
H01798,Downtown,531086,2809,5,4,13,1,0.1,true,false,F,9,7,6,0,3/17/22,85,B01798,577550,25-34,3,medium,true,Full-time employed,Low Maintenance,false
H06903,Downtown,735288,3402,5,5,60,3,0.17,false,false,A,9,7,6,0,3/18/22,6,B06903,821043,45-54,4,high,true,Full-time employed,Location & Schools,false
H07258,Downtown,759511,3155,5,5,21,2,0.11,false,true,E,9,7,6,0,3/19/22,20,B07258,799580,55-64,3,high,true,Dual income,Space & Bedrooms,false
H01191,Downtown,463365,2025,3,3,38,2,0.2,false,true,D,9,7,6,0,3/19/22,48,B01191,530784,25-34,1,medium,false,Full-time employed,Affordability,false
H05858,Downtown,641581,2813,5,5,16,1,0.18,false,false,D,9,7,6,0,3/21/22,11,B05858,754548,55-64,3,high,false,Full-time employed,Space & Bedrooms,false
H07880,Downtown,975552,4264,6,5,6,2,0.12,false,false,F,9,7,6,0,3/23/22,4,B07880,1047947,55-64,3,high,true,Dual income,Space & Bedrooms,false
H03810,Downtown,933378,4500,6,5,8,2,0.15,false,false,F,9,7,6,0,3/24/22,54,B03810,1090240,45-54,4,high,false,Full-time employed,Modern & Updated,false
H01031,Downtown,1059777,4500,6,5,36,2,0.18,false,false,C,9,7,6,0,3/25/22,54,B01031,1236254,55-64,4,high,true,Retired,Space & Bedrooms,false
H05768,Downtown,958123,4152,6,5,12,2,0.16,false,false,E,9,7,6,0,3/28/22,12,B05768,1093714,55-64,3,high,false,Full-time employed,Location & Schools,true
H07680,Downtown,458679,2058,3,3,15,1,0.23,false,false,E,9,7,6,0,4/1/22,96,B07680,502421,35-44,1,medium,false,Full-time employed,Affordability,false
H06722,Downtown,1016146,4500,6,5,60,2,0.14,false,false,A,9,7,6,0,4/2/22,2,B06722,1085222,45-54,4,high,true,Full-time employed,Affordability,false
H00286,Downtown,521458,2374,4,4,26,1,0.22,false,false,E,9,7,6,0,4/3/22,78,B00286,567412,25-34,3,medium,true,Full-time employed,Location & Schools,true
H01744,Downtown,785961,3444,6,5,9,2,0.17,false,false,F,9,7,6,0,4/4/22,86,B01744,844049,55-64,4,high,false,Self-employed,Space & Bedrooms,false
H06973,Downtown,579152,2777,4,4,21,2,0.15,false,false,E,9,7,6,0,4/7/22,76,B06973,633512,55-64,1,high,false,Full-time employed,Affordability,false
H02534,Downtown,565887,2620,4,4,30,1,0.12,false,false,C,9,7,6,0,4/7/22,15,B02534,607243,35-44,3,medium,true,Full-time employed,Affordability,false
H07074,Downtown,637109,3060,6,5,32,3,0.18,true,false,E,9,7,6,0,4/10/22,10,B07074,693705,35-44,5,high,false,Full-time employed,Affordability,false
H06185,Downtown,625713,2939,5,5,0,2,0.29,false,false,F,9,7,6,0,4/10/22,13,B06185,692574,35-44,3,high,true,Full-time employed,Location & Schools,false
H02358,Downtown,693627,2768,5,5,11,2,0.23,false,false,F,9,7,6,0,4/11/22,1,B02358,748872,45-54,4,high,true,Self-employed,Low Maintenance,false
H00129,Downtown,460540,1998,2,2,5,2,0.13,true,false,F,9,7,6,0,4/11/22,132,B00129,539823,25-34,1,medium,false,Full-time employed,Affordability,false
H07782,Downtown,429371,2007,3,3,0,1,0.18,false,false,F,9,7,6,0,4/11/22,47,B07782,476468,25-34,2,medium,false,Full-time employed,Modern & Updated,false
H07101,Downtown,702438,2587,4,4,54,2,0.13,true,false,A,9,7,6,0,4/12/22,74,B07101,826692,55-64,2,high,false,Retired,Low Maintenance,false
H03627,Downtown,741503,3342,6,5,9,2,0.23,false,false,E,9,7,6,0,4/13/22,12,B03627,846853,35-44,2,high,false,Self-employed,Modern & Updated,false
H07636,Downtown,405751,1839,3,3,3,1,0.18,true,false,F,9,7,6,0,4/13/22,74,B07636,444832,35-44,2,medium,false,Full-time employed,Affordability,false
H06525,Downtown,645101,2806,5,5,15,1,0.13,true,false,E,9,7,6,0,4/15/22,16,B06525,715152,45-54,3,high,false,Self-employed,Affordability,false
H00765,Downtown,418013,2247,4,4,34,2,0.14,false,false,D,9,7,6,0,4/15/22,14,B00765,485365,55-64,4,medium,true,Dual income,Location & Schools,false
H06200,Downtown,323837,1601,3,3,39,1,0.14,false,false,D,9,7,6,0,4/15/22,10,B06200,379630,45-54,1,medium,false,Self-employed,Space & Bedrooms,true
H01039,Downtown,460001,2028,4,4,2,2,0.2,false,false,E,9,7,6,0,4/16/22,11,B01039,507719,25-34,2,medium,false,Full-time employed,Affordability,false
H02709,Downtown,770860,2988,5,5,13,2,0.15,true,true,E,9,7,6,0,4/17/22,44,B02709,869012,45-54,3,high,true,Full-time employed,Location & Schools,true
H05300,Downtown,672362,3136,5,5,34,3,0.07,true,false,C,9,7,6,0,4/17/22,4,B05300,737635,45-54,2,high,false,Full-time employed,Modern & Updated,false
H03913,Downtown,257528,800,1,2,9,1,0.22,true,false,F,9,7,6,0,4/23/22,18,B03913,286775,45-54,1,medium,false,Self-employed,Modern & Updated,false
H06950,Downtown,604865,2738,4,5,13,1,0.12,false,false,D,9,7,6,0,4/26/22,27,B06950,671105,45-54,3,high,true,Full-time employed,Space & Bedrooms,false
H00333,Downtown,374118,1864,3,3,6,2,0.16,false,false,F,9,7,6,0,4/27/22,17,B00333,415490,45-54,1,medium,false,Self-employed,Modern & Updated,false
H01014,Downtown,953942,4209,6,5,4,3,0.22,true,false,E,9,7,6,0,4/28/22,41,B01014,1048256,45-54,4,high,true,Self-employed,Location & Schools,false
H02733,Downtown,579306,2610,4,4,9,1,0.17,false,false,E,9,7,6,0,4/28/22,73,B02733,677970,35-44,2,high,false,Full-time employed,Modern & Updated,false
H01101,Downtown,559561,2527,3,3,27,1,0.15,false,false,C,9,7,6,0,5/1/22,72,B01101,597341,35-44,1,medium,false,Full-time employed,Affordability,false
H00795,Downtown,1010737,4500,6,5,1,2,0.16,true,false,F,9,7,6,0,5/2/22,56,B00795,1097208,35-44,4,high,false,Self-employed,Low Maintenance,false
H02607,Downtown,757983,3216,6,5,19,2,0.15,true,false,D,9,7,6,0,5/2/22,17,B02607,816774,25-34,3,high,true,Full-time employed,Space & Bedrooms,false
H01516,Downtown,395183,1725,2,3,7,1,0.14,false,false,E,9,7,6,0,5/2/22,67,B01516,417629,55-64,1,medium,false,Self-employed,Space & Bedrooms,false
H05288,Downtown,377676,1652,3,2,60,0,0.17,false,false,A,9,7,6,0,5/3/22,12,B05288,414495,35-44,2,medium,false,Self-employed,Affordability,false
H07691,Downtown,714082,3247,6,5,60,2,0.11,true,false,A,9,7,6,0,5/3/22,2,B07691,842581,45-54,3,high,true,Self-employed,Modern & Updated,true
H01747,Downtown,321382,1321,3,3,9,1,0.13,false,false,F,9,7,6,0,5/4/22,10,B01747,358619,55-64,2,medium,false,Dual income,Space & Bedrooms,true
H04547,Downtown,523865,2352,3,3,3,1,0.1,false,false,F,9,7,6,0,5/4/22,46,B04547,564871,55-64,1,medium,false,Full-time employed,Affordability,false
H03540,Downtown,860924,4001,6,5,22,3,0.18,false,false,D,9,7,6,0,5/6/22,97,B03540,936504,35-44,4,high,true,Self-employed,Space & Bedrooms,false
H00857,Downtown,396553,1768,2,2,4,0,0.08,true,false,E,9,7,6,0,5/7/22,87,B00857,432792,25-34,1,medium,false,Full-time employed,Affordability,false
H01514,Downtown,696307,2794,5,5,2,2,0.34,true,false,F,9,7,6,0,5/10/22,180,B01514,820597,25-34,2,high,false,Full-time employed,Modern & Updated,true
H02414,Downtown,703779,3217,5,5,1,2,0.14,false,false,F,9,7,6,0,5/10/22,9,B02414,786558,45-54,2,high,false,Full-time employed,Location & Schools,false
H07952,Downtown,831588,3504,6,5,60,2,0.12,false,true,A,9,7,6,0,5/10/22,15,B07952,886110,55-64,5,high,false,Full-time employed,Modern & Updated,false
H00370,Downtown,470277,1960,3,3,60,1,0.17,true,false,A,9,7,6,0,5/12/22,62,B00370,530338,25-34,1,medium,false,Full-time employed,Investment,false
H06738,Downtown,947442,4005,6,5,60,2,0.3,false,false,A,9,7,6,0,5/12/22,24,B06738,1057800,65+,1,high,false,Full-time employed,Modern & Updated,false
H07733,Downtown,529513,2107,4,4,5,1,0.14,false,false,F,9,7,6,0,5/13/22,51,B07733,557308,35-44,2,medium,false,Full-time employed,Space & Bedrooms,false
H00879,Downtown,695395,2960,5,5,26,2,0.22,true,false,D,9,7,6,0,5/15/22,75,B00879,762139,35-44,2,high,false,Dual income,Modern & Updated,true
H03689,Downtown,903079,4102,6,5,31,2,0.21,false,false,C,9,7,6,0,5/15/22,30,B03689,980170,45-54,6,high,true,Self-employed,Modern & Updated,false
H05174,Downtown,838161,4092,6,5,11,2,0.11,false,false,E,9,7,6,0,5/15/22,11,B05174,971824,45-54,5,high,true,Retired,Location & Schools,false
H01188,Downtown,743305,3464,6,5,56,2,0.19,false,false,A,9,7,6,0,5/16/22,41,B01188,853190,35-44,4,high,true,Self-employed,Space & Bedrooms,false
H03424,Downtown,537866,2334,5,5,26,1,0.12,false,false,D,9,7,6,0,5/16/22,18,B03424,609972,35-44,5,medium,true,Dual income,Location & Schools,false
H03696,Downtown,366660,1920,4,4,20,2,0.15,false,false,E,9,7,6,0,5/18/22,50,B03696,420561,25-34,1,medium,false,Full-time employed,Modern & Updated,false
H05647,Downtown,413865,1798,3,2,4,1,0.24,true,false,E,9,7,6,0,5/19/22,25,B05647,438452,35-44,2,medium,false,Full-time employed,Location & Schools,false
H03968,Downtown,740038,3155,5,5,1,2,0.16,false,false,F,9,7,6,0,5/19/22,4,B03968,811746,55-64,3,high,true,Dual income,Space & Bedrooms,false
H02903,Downtown,314447,1496,2,2,28,1,0.11,true,false,D,9,7,6,0,5/20/22,13,B02903,361980,35-44,1,medium,false,Self-employed,Space & Bedrooms,false
H01922,Downtown,683085,3098,6,5,39,2,0.09,true,false,B,9,7,6,0,5/20/22,24,B01922,783272,45-54,4,high,false,Dual income,Modern & Updated,false
H04612,Downtown,741261,3201,5,5,1,3,0.14,false,false,F,9,7,6,0,5/20/22,32,B04612,793869,35-44,3,high,true,Full-time employed,Affordability,false
H05502,Downtown,487546,2187,4,4,10,1,0.16,false,false,E,9,7,6,0,5/21/22,42,B05502,550178,25-34,1,medium,false,Full-time employed,Location & Schools,false
H02818,Downtown,838197,4044,6,5,25,2,0.22,false,false,E,9,7,6,0,5/22/22,16,B02818,928723,45-54,4,high,true,Full-time employed,Location & Schools,false
H00146,Downtown,494122,2169,3,3,4,2,0.11,true,false,F,9,7,6,0,5/22/22,3,B00146,536059,55-64,4,medium,false,Dual income,Space & Bedrooms,false
H02884,Downtown,522836,2572,4,4,38,2,0.19,false,false,C,9,7,6,0,5/23/22,14,B02884,571842,35-44,3,medium,true,Dual income,Location & Schools,false
H02295,Downtown,452469,2195,4,4,6,1,0.1,false,false,F,9,7,6,0,5/23/22,14,B02295,512174,45-54,2,medium,false,Full-time employed,Location & Schools,false
H02328,Downtown,447377,1941,3,3,2,1,0.19,true,false,F,9,7,6,0,5/25/22,21,B02328,494238,45-54,1,medium,false,Self-employed,Location & Schools,false
H01423,Downtown,889129,4309,6,5,17,3,0.12,false,false,F,9,7,6,0,5/26/22,67,B01423,993265,35-44,4,high,false,Full-time employed,Location & Schools,false
H00348,Downtown,740519,2844,5,5,25,1,0.26,true,true,E,9,7,6,0,5/26/22,34,B00348,858043,55-64,4,high,true,Dual income,Space & Bedrooms,false
H06573,Downtown,260640,1341,3,3,5,0,0.16,false,false,F,9,7,6,0,5/26/22,86,B06573,306720,25-34,1,medium,false,Full-time employed,Modern & Updated,false
H00209,Downtown,1018999,4222,6,5,33,2,0.12,false,true,E,9,7,6,0,5/28/22,25,B00209,1076174,45-54,5,high,true,Self-employed,Space & Bedrooms,false
H01607,Downtown,782715,3428,6,5,0,2,0.18,false,false,E,9,7,6,0,5/28/22,123,B01607,853464,35-44,4,high,true,Full-time employed,Location & Schools,false
H03489,Downtown,840356,3479,5,5,45,3,0.25,true,false,B,9,7,6,0,5/28/22,6,B03489,974456,45-54,4,high,true,Full-time employed,Space & Bedrooms,false
H01598,Downtown,499322,2144,3,3,9,2,0.12,true,false,F,9,7,6,0,6/3/22,67,B01598,560587,55-64,2,medium,false,Self-employed,Location & Schools,false
H02398,Downtown,329246,1435,3,3,15,2,0.15,false,false,E,9,7,6,0,6/4/22,20,B02398,365009,55-64,2,medium,false,Full-time employed,Space & Bedrooms,true
H07740,Downtown,474979,2041,4,4,54,2,0.17,true,true,C,9,7,6,0,6/4/22,29,B07740,543505,35-44,2,medium,false,Full-time employed,Affordability,false
H05302,Downtown,612066,2743,4,4,18,2,0.09,true,false,D,9,7,6,0,6/5/22,26,B05302,715284,25-34,2,high,false,Full-time employed,Location & Schools,false
H01035,Downtown,611595,2602,3,3,50,1,0.08,false,true,B,9,7,6,0,6/6/22,41,B01035,645927,45-54,1,high,false,Self-employed,Modern & Updated,false
H04564,Downtown,877083,4141,6,5,6,3,0.11,false,false,F,9,7,6,0,6/6/22,77,B04564,986779,25-34,3,high,false,Full-time employed,Space & Bedrooms,false
H07784,Downtown,479173,2115,2,2,31,2,0.21,true,false,B,9,7,6,0,6/10/22,56,B07784,525339,65+,1,medium,false,Retired,Affordability,false
H01696,Downtown,395667,1788,3,3,7,1,0.12,false,false,E,9,7,6,0,6/10/22,27,B01696,442465,35-44,2,medium,false,Full-time employed,Location & Schools,false
H01303,Downtown,626568,2951,4,5,25,1,0.16,false,false,D,9,7,6,0,6/11/22,35,B01303,694439,45-54,3,high,true,Full-time employed,Space & Bedrooms,false
H03727,Downtown,268434,901,1,1,60,1,0.17,false,true,C,9,7,6,0,6/13/22,9,B03727,293849,35-44,1,medium,false,Full-time employed,Space & Bedrooms,false
H00110,Downtown,551425,2539,4,4,21,2,0.18,false,false,D,9,7,6,0,6/13/22,38,B00110,620053,55-64,4,medium,true,Dual income,Modern & Updated,false
H06273,Downtown,763253,3414,5,5,16,3,0.22,false,false,E,9,7,6,0,6/14/22,34,B06273,895892,35-44,5,high,true,Full-time employed,Space & Bedrooms,false
H02280,Downtown,480744,2009,4,4,0,1,0.19,true,false,F,9,7,6,0,6/14/22,43,B02280,550509,35-44,4,medium,true,Dual income,Location & Schools,false
H00372,Downtown,649138,2766,4,4,21,1,0.17,true,false,D,9,7,6,0,6/14/22,29,B00372,706845,35-44,3,high,true,Full-time employed,Space & Bedrooms,false
H07590,Downtown,868838,3618,6,5,14,3,0.13,false,false,D,9,7,6,0,6/15/22,4,B07590,931390,35-44,3,high,false,Full-time employed,Location & Schools,false
H01259,Downtown,280203,1076,1,1,44,2,0.13,false,false,A,9,7,6,0,6/15/22,45,B01259,298042,65+,1,medium,false,Retired,Affordability,true
H00851,Downtown,436145,1745,2,2,44,1,0.22,true,false,B,9,7,6,0,6/15/22,69,B00851,485314,35-44,1,medium,false,Full-time employed,Investment,false
H02402,Downtown,799083,3290,6,5,7,2,0.16,false,false,E,9,7,6,0,6/16/22,17,B02402,848511,35-44,3,high,true,Full-time employed,Space & Bedrooms,false
H04487,Downtown,291869,863,2,2,1,1,0.21,true,false,E,9,7,6,0,6/19/22,47,B04487,318422,25-34,1,medium,false,Self-employed,Modern & Updated,false
H00313,Downtown,775294,3422,5,5,33,3,0.09,false,true,D,9,7,6,0,6/19/22,89,B00313,851401,35-44,2,high,false,Full-time employed,Location & Schools,false
H04651,Downtown,786876,3500,5,5,2,2,0.11,false,false,F,9,7,6,0,6/20/22,23,B04651,884761,35-44,4,high,true,Self-employed,Space & Bedrooms,false
H03162,Downtown,638240,2904,4,5,16,1,0.12,false,true,D,9,7,6,0,6/22/22,30,B03162,728126,35-44,3,high,false,Dual income,Modern & Updated,false
H00937,Downtown,371295,1688,2,3,30,2,0.12,false,false,D,9,7,6,0,6/22/22,81,B00937,390324,25-34,1,medium,false,Full-time employed,Affordability,false
H04058,Downtown,605863,2764,6,5,3,1,0.25,false,false,E,9,7,6,0,6/23/22,20,B04058,697474,45-54,3,high,false,Dual income,Location & Schools,false
H01549,Downtown,1004935,4500,6,5,2,2,0.18,false,false,F,9,7,6,0,6/25/22,6,B01549,1068264,55-64,4,high,true,Retired,Location & Schools,false
H04056,Downtown,252300,800,1,1,45,1,0.11,false,false,A,9,7,6,0,6/27/22,6,B04056,265598,65+,1,low,false,Retired,Affordability,false
H02213,Downtown,539754,2199,4,4,10,2,0.11,true,false,E,9,7,6,0,7/5/22,50,B02213,618560,65+,1,medium,false,Self-employed,Low Maintenance,false
H07711,Downtown,358238,1371,2,2,60,0,0.16,false,true,B,9,7,6,0,7/7/22,25,B07711,411725,35-44,1,medium,false,Dual income,Affordability,false
H05070,Downtown,142099,808,1,1,33,1,0.16,false,false,C,9,7,6,0,7/7/22,84,B05070,164434,35-44,1,low,false,Full-time employed,Affordability,false
H03795,Downtown,819729,3326,6,5,6,3,0.16,false,true,F,9,7,6,0,7/10/22,57,B03795,911710,25-34,2,high,false,Full-time employed,Location & Schools,false
H07166,Downtown,647186,2698,4,4,3,2,0.15,false,false,F,9,7,6,0,7/11/22,20,B07166,711005,55-64,3,high,true,Self-employed,Location & Schools,false
H07067,Downtown,485451,2447,5,5,31,2,0.23,false,false,D,9,7,6,0,7/14/22,11,B07067,566488,65+,2,medium,false,Retired,Low Maintenance,true
H01169,Downtown,846484,3607,6,5,7,2,0.21,false,false,E,9,7,6,0,7/18/22,72,B01169,968804,35-44,5,high,true,Full-time employed,Modern & Updated,false
H01867,Downtown,533094,1871,4,4,58,1,0.07,false,true,C,9,7,6,0,7/19/22,38,B01867,605709,65+,1,medium,false,Dual income,Modern & Updated,false
H07435,Downtown,815518,3352,6,5,1,2,0.16,true,false,F,9,7,6,0,7/20/22,5,B07435,955327,25-34,3,high,true,Dual income,Location & Schools,false
H07924,Downtown,992360,4374,6,5,14,2,0.07,true,false,D,9,7,6,0,7/21/22,86,B07924,1125244,35-44,4,high,true,Full-time employed,Space & Bedrooms,true
H03512,Downtown,811625,3783,6,5,37,3,0.12,false,false,D,9,7,6,0,7/22/22,31,B03512,919083,55-64,4,high,true,Full-time employed,Space & Bedrooms,false
H02940,Downtown,500367,2573,4,4,35,1,0.15,false,true,D,9,7,6,0,7/23/22,7,B02940,580190,45-54,3,medium,true,Full-time employed,Location & Schools,false
H02418,Downtown,397419,1823,3,4,5,1,0.12,false,false,F,9,7,6,0,7/23/22,42,B02418,421613,55-64,1,medium,false,Full-time employed,Modern & Updated,false
H02065,Downtown,745509,3220,6,5,52,2,0.26,true,true,C,9,7,6,0,7/24/22,87,B02065,836351,55-64,3,high,true,Retired,Space & Bedrooms,false
H02906,Downtown,173746,800,2,2,49,0,0.28,false,false,A,9,7,6,0,7/25/22,41,B02906,194906,35-44,3,low,false,Full-time employed,Location & Schools,false
H06980,Downtown,608067,2721,5,4,20,2,0.12,false,false,C,9,7,6,0,7/25/22,19,B06980,712155,45-54,5,high,true,Full-time employed,Location & Schools,false
H01414,Downtown,778517,3320,5,5,59,3,0.21,false,true,D,9,7,6,0,7/26/22,23,B01414,854531,45-54,4,high,true,Full-time employed,Space & Bedrooms,false
H07001,Downtown,564303,2085,4,4,60,1,0.15,false,true,B,9,7,6,0,8/2/22,1,B07001,617404,65+,1,medium,false,Retired,Investment,false
H07325,Downtown,498392,1994,4,4,0,1,0.21,true,false,E,9,7,6,0,8/2/22,89,B07325,553471,55-64,2,medium,false,Retired,Location & Schools,false
H05463,Downtown,564596,2568,4,4,7,1,0.25,true,false,E,9,7,6,0,8/5/22,16,B05463,653446,25-34,2,high,false,Dual income,Modern & Updated,false
H04136,Downtown,525809,2283,3,3,18,1,0.2,false,false,D,9,7,6,0,8/7/22,143,B04136,603030,35-44,1,medium,false,Full-time employed,Modern & Updated,true
H03842,Downtown,315595,1798,3,3,24,0,0.16,false,false,E,9,7,6,0,8/8/22,43,B03842,341421,25-34,2,medium,false,Full-time employed,Space & Bedrooms,false
H02976,Downtown,695975,3045,4,5,11,2,0.17,false,false,E,9,7,6,0,8/11/22,34,B02976,751878,55-64,2,high,false,Self-employed,Location & Schools,false
H07497,Downtown,874984,4152,6,5,36,2,0.12,false,true,E,9,7,6,0,8/13/22,60,B07497,1027989,55-64,5,high,false,Self-employed,Investment,false
H07107,Downtown,1070249,4500,6,5,0,3,0.16,false,false,F,9,7,6,0,8/14/22,6,B07107,1134105,35-44,3,high,false,Full-time employed,Space & Bedrooms,true
H02704,Downtown,330083,1461,1,1,17,1,0.11,false,false,D,9,7,6,0,8/16/22,61,B02704,380353,35-44,1,medium,false,Self-employed,Modern & Updated,false
H01020,Downtown,540990,2519,4,4,0,1,0.15,false,false,F,9,7,6,0,8/18/22,8,B01020,586012,25-34,2,medium,false,Full-time employed,Location & Schools,false
H05473,Downtown,858963,3968,6,5,5,2,0.24,false,false,D,9,7,6,0,8/19/22,78,B05473,918205,25-34,3,high,false,Full-time employed,Space & Bedrooms,false
H07954,Downtown,443621,2311,4,4,7,1,0.15,true,false,F,9,7,6,0,8/20/22,31,B07954,474617,35-44,3,medium,true,Full-time employed,Modern & Updated,false
H07715,Downtown,847040,3581,6,5,0,3,0.16,false,false,F,9,7,6,0,8/22/22,51,B07715,968104,35-44,4,high,false,Full-time employed,Space & Bedrooms,true
H04702,Downtown,754271,3410,5,5,23,2,0.18,false,false,D,9,7,6,0,8/23/22,58,B04702,794142,25-34,2,high,false,Full-time employed,Location & Schools,false
H06423,Downtown,739729,3341,5,5,24,3,0.19,false,false,C,9,7,6,0,8/25/22,45,B06423,859033,35-44,4,high,true,Dual income,Location & Schools,false
H01970,Downtown,800915,3718,6,5,17,3,0.14,false,false,E,9,7,6,0,8/26/22,38,B01970,937902,45-54,5,high,false,Self-employed,Location & Schools,false
H00498,Downtown,845194,3895,6,5,10,2,0.11,false,false,E,9,7,6,0,8/26/22,1,B00498,949217,35-44,5,high,true,Dual income,Modern & Updated,false
H01814,Downtown,633237,2477,5,5,1,1,0.12,false,true,F,9,7,6,0,8/27/22,7,B01814,727512,45-54,3,high,false,Full-time employed,Space & Bedrooms,false
