house_id,neighborhood,price,square_feet,num_bedrooms,num_bathrooms,house_age,garage_spaces,lot_size_acres,has_pool,recently_renovated,energy_rating,location_score,school_rating,crime_rate,distance_downtown_miles,sale_date,days_on_market,buyer_id,buyer_budget,buyer_age_group,buyer_family_size,buyer_income_level,has_children,employment_type,buyer_preference,first_time_buyer
H06428,University District,355868,2376,5,4,25,2,0.17,false,false,D,7,6,5,2,3/16/22,7,B06428,404980,35-44,3,medium,false,Full-time employed,Location & Schools,false
H03803,University District,247742,1372,3,3,21,1,0.22,true,false,C,7,6,5,2,3/16/22,7,B03803,291611,65+,1,medium,false,Retired,Low Maintenance,true
H03653,University District,421797,2254,4,4,3,2,0.08,true,false,F,7,6,5,2,3/16/22,25,B03653,474391,25-34,2,medium,false,Dual income,Space & Bedrooms,false
H07547,University District,420856,2169,4,4,3,2,0.22,false,false,F,7,6,5,2,3/19/22,10,B07547,486492,45-54,3,medium,true,Full-time employed,Affordability,true
H07210,University District,292295,1678,3,3,15,1,0.12,false,false,D,7,6,5,2,3/19/22,26,B07210,322696,45-54,1,medium,false,Self-employed,Affordability,false
H04024,University District,277403,1010,2,2,6,1,0.23,true,true,F,7,6,5,2,3/22/22,113,B04024,302203,45-54,2,medium,false,Retired,Space & Bedrooms,false
H06049,University District,294775,1539,2,2,10,1,0.14,false,false,F,7,6,5,2,3/23/22,132,B06049,318470,25-34,1,medium,false,Full-time employed,Modern & Updated,false
H03131,University District,324501,1829,4,4,27,2,0.19,false,false,B,7,6,5,2,3/23/22,14,B03131,356485,35-44,3,medium,true,Self-employed,Location & Schools,false
H07929,University District,433894,2490,4,4,11,2,0.1,false,false,F,7,6,5,2,3/24/22,56,B07929,493336,25-34,1,medium,false,Full-time employed,Modern & Updated,false
H06221,University District,211092,1299,3,3,37,1,0.17,true,false,B,7,6,5,2,3/26/22,39,B06221,232423,55-64,2,low,false,Retired,Modern & Updated,false
H04776,University District,156739,1213,3,3,32,2,0.17,false,false,C,7,6,5,2,3/26/22,21,B04776,184102,25-34,2,low,false,Full-time employed,Modern & Updated,false
H00448,University District,350103,1910,3,3,1,1,0.1,false,false,E,7,6,5,2,3/28/22,25,B00448,375932,45-54,2,medium,false,Self-employed,Affordability,false
H05908,University District,274440,1190,1,1,53,2,0.21,true,true,D,7,6,5,2,4/1/22,128,B05908,317052,25-34,1,medium,false,Full-time employed,Location & Schools,false
H01214,University District,368315,2425,5,5,5,1,0.14,false,false,F,7,6,5,2,4/3/22,24,B01214,415162,45-54,4,medium,true,Full-time employed,Location & Schools,false
H04574,University District,141986,800,2,2,0,1,0.23,false,false,F,7,6,5,2,4/3/22,10,B04574,151763,35-44,1,low,false,Dual income,Location & Schools,false
H02254,University District,333446,2197,4,4,44,1,0.12,false,false,C,7,6,5,2,4/5/22,15,B02254,366249,55-64,3,medium,true,Full-time employed,Location & Schools,true
H05666,University District,520921,3278,6,5,7,3,0.12,false,false,F,7,6,5,2,4/5/22,49,B05666,605714,35-44,4,medium,false,Full-time employed,Space & Bedrooms,false
H01408,University District,254788,1357,1,1,1,1,0.38,false,false,F,7,6,5,2,4/5/22,43,B01408,299770,25-34,1,medium,false,Dual income,Space & Bedrooms,false
H03861,University District,429059,2277,3,3,11,2,0.14,false,false,D,7,6,5,2,4/10/22,19,B03861,478955,25-34,2,medium,false,Full-time employed,Affordability,false
H05959,University District,216801,800,1,1,17,1,0.22,true,false,E,7,6,5,2,4/11/22,42,B05959,231444,35-44,1,low,false,Full-time employed,Space & Bedrooms,false
H01111,University District,267318,1873,3,3,44,1,0.15,false,false,B,7,6,5,2,4/11/22,37,B01111,307108,25-34,1,medium,false,Dual income,Space & Bedrooms,false
H05479,University District,309920,1989,4,3,23,2,0.14,true,false,F,7,6,5,2,4/12/22,10,B05479,357449,55-64,3,medium,false,Self-employed,Modern & Updated,false
H01161,University District,141736,1116,2,2,45,1,0.18,false,false,A,7,6,5,2,4/12/22,121,B01161,159255,35-44,1,low,false,Full-time employed,Space & Bedrooms,false
H06542,University District,344701,1909,4,4,19,2,0.2,true,false,E,7,6,5,2,4/14/22,9,B06542,390981,35-44,3,medium,true,Dual income,Space & Bedrooms,false
H02091,University District,575115,3302,6,5,7,2,0.14,false,false,F,7,6,5,2,4/16/22,15,B02091,673848,35-44,4,high,true,Dual income,Space & Bedrooms,false
H04002,University District,122304,1287,2,2,23,0,0.12,false,false,D,7,6,5,2,4/18/22,44,B04002,132155,25-34,1,low,false,Full-time employed,Space & Bedrooms,false
H04880,University District,361810,1696,2,2,22,2,0.13,true,true,E,7,6,5,2,4/19/22,132,B04880,426453,25-34,1,medium,false,Self-employed,Location & Schools,false
H04430,University District,295854,2320,3,3,45,2,0.15,false,false,C,7,6,5,2,4/20/22,148,B04430,348044,45-54,3,medium,true,Self-employed,Location & Schools,false
H06765,University District,729980,3956,6,5,4,2,0.23,true,false,F,7,6,5,2,4/20/22,58,B06765,833315,55-64,5,high,false,Full-time employed,Location & Schools,false
H00379,University District,280900,1803,3,3,6,1,0.19,false,false,F,7,6,5,2,4/21/22,18,B00379,326100,35-44,3,medium,true,Self-employed,Affordability,false
H00612,University District,453157,2976,5,4,48,2,0.12,true,false,B,7,6,5,2,4/22/22,19,B00612,483027,45-54,2,medium,false,Self-employed,Space & Bedrooms,false
H03966,University District,353879,1954,4,3,3,1,0.21,false,false,F,7,6,5,2,4/23/22,6,B03966,390953,45-54,3,medium,true,Full-time employed,Location & Schools,false
H04178,University District,358152,2365,4,4,9,2,0.16,false,false,F,7,6,5,2,4/27/22,15,B04178,393123,25-34,1,medium,false,Full-time employed,Affordability,true
H05779,University District,483735,3052,5,5,4,2,0.17,true,false,F,7,6,5,2,4/27/22,66,B05779,529813,35-44,5,medium,true,Full-time employed,Space & Bedrooms,false
H05927,University District,542029,2820,4,4,28,2,0.2,true,true,D,7,6,5,2,4/28/22,8,B05927,631638,65+,1,high,false,Dual income,Space & Bedrooms,true
H03833,University District,205880,1218,3,3,4,1,0.18,false,false,D,7,6,5,2,4/28/22,12,B03833,226478,55-64,2,low,false,Self-employed,Location & Schools,false
H00559,University District,271081,1398,2,2,8,1,0.12,true,false,F,7,6,5,2,5/1/22,2,B00559,290591,35-44,1,medium,false,Full-time employed,Space & Bedrooms,false
H00728,University District,364322,2309,4,4,16,2,0.1,false,false,E,7,6,5,2,5/2/22,16,B00728,404246,45-54,3,medium,true,Self-employed,Location & Schools,false
H01634,University District,432677,2727,5,5,53,2,0.18,true,true,B,7,6,5,2,5/2/22,6,B01634,499548,35-44,2,medium,false,Dual income,Affordability,false
H02261,University District,460395,2789,4,5,52,1,0.15,true,false,A,7,6,5,2,5/5/22,32,B02261,540775,25-34,2,medium,false,Self-employed,Affordability,false
H01563,University District,265537,1689,3,3,7,0,0.21,false,false,E,7,6,5,2,5/5/22,19,B01563,294183,35-44,1,medium,false,Full-time employed,Low Maintenance,false
H00297,University District,120000,800,1,1,44,1,0.16,true,true,D,7,6,5,2,5/5/22,7,B00297,141267,35-44,1,low,false,Full-time employed,Affordability,false
H05481,University District,248180,800,1,1,0,0,0.21,false,true,F,7,6,5,2,5/7/22,17,B05481,268230,45-54,1,low,false,Full-time employed,Affordability,true
H01729,University District,264208,1724,3,2,16,0,0.14,true,false,E,7,6,5,2,5/10/22,15,B01729,309361,35-44,2,medium,false,Self-employed,Low Maintenance,false
H02154,University District,504150,2634,5,5,15,2,0.16,false,true,F,7,6,5,2,5/10/22,42,B02154,566774,65+,1,medium,false,Retired,Low Maintenance,false
H04525,University District,321539,1758,3,3,0,1,0.17,true,false,F,7,6,5,2,5/11/22,26,B04525,375045,55-64,2,medium,false,Full-time employed,Investment,false
H06507,University District,248023,1745,3,3,44,1,0.26,false,false,C,7,6,5,2,5/13/22,11,B06507,263318,25-34,2,low,false,Full-time employed,Affordability,false
H04216,University District,542506,3062,5,5,11,2,0.25,false,false,E,7,6,5,2,5/13/22,82,B04216,582727,55-64,3,medium,false,Retired,Location & Schools,false
H02927,University District,130176,800,1,1,33,0,0.17,false,false,D,7,6,5,2,5/17/22,108,B02927,152917,25-34,1,low,false,Full-time employed,Affordability,false
H05461,University District,160191,800,2,2,60,1,0.22,false,true,A,7,6,5,2,5/18/22,97,B05461,187792,35-44,1,low,false,Full-time employed,Affordability,false
H01608,University District,423973,2674,4,4,30,2,0.2,false,false,D,7,6,5,2,5/20/22,24,B01608,447160,45-54,3,medium,true,Full-time employed,Space & Bedrooms,false
H03874,University District,316305,1894,3,3,28,2,0.19,false,false,D,7,6,5,2,5/21/22,15,B03874,337487,45-54,2,medium,false,Full-time employed,Affordability,true
H04990,University District,463216,2787,5,5,1,1,0.1,true,false,F,7,6,5,2,5/21/22,50,B04990,495635,25-34,2,medium,false,Full-time employed,Affordability,false
H04831,University District,423583,2340,4,4,47,2,0.12,false,true,C,7,6,5,2,5/21/22,108,B04831,447314,35-44,3,medium,false,Full-time employed,Investment,false
H04003,University District,398331,2242,3,3,45,2,0.18,false,false,B,7,6,5,2,5/22/22,47,B04003,445241,45-54,1,medium,false,Self-employed,Affordability,false
H00026,University District,390275,2544,3,3,12,2,0.14,false,false,E,7,6,5,2,5/22/22,55,B00026,434643,45-54,3,medium,true,Full-time employed,Location & Schools,false
H06897,University District,611594,2676,5,5,14,2,0.14,true,true,F,7,6,5,2,5/23/22,68,B06897,702915,55-64,2,high,false,Full-time employed,Affordability,false
H04055,University District,390234,2449,5,5,37,1,0.19,true,true,D,7,6,5,2,5/23/22,22,B04055,415303,45-54,2,medium,false,Self-employed,Affordability,false
H02008,University District,347235,1843,2,2,11,2,0.08,false,true,F,7,6,5,2,5/24/22,2,B02008,366044,35-44,2,medium,false,Dual income,Affordability,false
H07932,University District,416635,2295,3,3,6,2,0.18,true,false,D,7,6,5,2,5/26/22,39,B07932,437684,35-44,1,medium,false,Dual income,Space & Bedrooms,false
H00200,University District,208662,1093,2,2,1,2,0.25,false,false,F,7,6,5,2,5/27/22,26,B00200,232376,25-34,1,low,false,Full-time employed,Investment,false
H06881,University District,330788,1826,3,3,0,1,0.17,false,false,F,7,6,5,2,5/28/22,68,B06881,380898,35-44,3,medium,true,Self-employed,Space & Bedrooms,false
H06344,University District,528596,3332,6,5,17,2,0.12,false,false,D,7,6,5,2,6/1/22,3,B06344,602679,35-44,4,medium,true,Full-time employed,Space & Bedrooms,false
H00389,University District,346876,2428,4,4,47,1,0.16,false,false,A,7,6,5,2,6/1/22,25,B00389,372065,25-34,1,medium,false,Dual income,Low Maintenance,true
H01147,University District,479416,3034,6,5,60,3,0.2,false,true,B,7,6,5,2,6/2/22,20,B01147,526055,45-54,5,medium,true,Full-time employed,Affordability,false
H06854,University District,499031,2675,5,5,53,2,0.11,true,true,C,7,6,5,2,6/4/22,39,B06854,546836,55-64,4,medium,true,Self-employed,Space & Bedrooms,false
H01960,University District,554017,3416,6,5,16,2,0.07,false,false,E,7,6,5,2,6/5/22,132,B01960,621005,35-44,4,medium,false,Full-time employed,Space & Bedrooms,false
H07250,University District,425276,2187,3,3,31,2,0.14,true,true,D,7,6,5,2,6/5/22,56,B07250,454871,45-54,1,medium,false,Self-employed,Space & Bedrooms,false
H02141,University District,309646,1865,3,3,11,1,0.15,false,false,E,7,6,5,2,6/8/22,85,B02141,358652,55-64,2,medium,false,Retired,Space & Bedrooms,false
H05796,University District,255822,1575,4,3,4,2,0.15,false,false,E,7,6,5,2,6/8/22,51,B05796,271192,25-34,2,low,false,Full-time employed,Affordability,false
H06604,University District,163919,800,1,1,11,0,0.22,true,false,E,7,6,5,2,6/11/22,48,B06604,182868,35-44,1,low,false,Self-employed,Modern & Updated,false
H03891,University District,437983,2907,5,5,25,1,0.11,false,false,E,7,6,5,2,6/11/22,117,B03891,465602,35-44,3,medium,false,Dual income,Affordability,false
H01042,University District,255477,1331,3,3,18,2,0.19,true,false,E,7,6,5,2,6/11/22,52,B01042,290309,55-64,3,medium,false,Dual income,Location & Schools,false
H02868,University District,342642,2324,4,4,27,1,0.15,false,true,D,7,6,5,2,6/12/22,40,B02868,369173,55-64,1,medium,false,Self-employed,Affordability,false
H00708,University District,599265,3198,5,5,3,2,0.16,true,false,E,7,6,5,2,6/13/22,7,B00708,652621,35-44,3,high,false,Full-time employed,Modern & Updated,false
H06186,University District,584710,3127,5,5,3,3,0.16,true,false,E,7,6,5,2,6/14/22,16,B06186,630984,45-54,4,high,false,Full-time employed,Space & Bedrooms,false
H03693,University District,512367,3000,4,4,0,2,0.17,false,false,F,7,6,5,2,6/15/22,22,B03693,579707,45-54,4,medium,false,Full-time employed,Affordability,false
H04038,University District,223313,1159,2,2,31,1,0.24,false,true,D,7,6,5,2,6/16/22,47,B04038,260976,25-34,1,low,false,Full-time employed,Space & Bedrooms,false
H05109,University District,215005,1543,3,3,0,1,0.11,false,false,F,7,6,5,2,6/17/22,14,B05109,245196,35-44,2,low,false,Dual income,Affordability,false
H04605,University District,171293,1391,1,2,53,0,0.13,true,false,A,7,6,5,2,6/18/22,38,B04605,185531,25-34,1,low,false,Dual income,Space & Bedrooms,false
H04303,University District,439873,2198,3,3,5,1,0.17,true,false,F,7,6,5,2,6/19/22,11,B04303,497306,45-54,1,medium,false,Full-time employed,Location & Schools,false
H00386,University District,238952,1319,2,2,27,1,0.22,true,false,D,7,6,5,2,6/21/22,1,B00386,275342,65+,1,low,false,Full-time employed,Low Maintenance,false
H01982,University District,161388,800,2,2,24,1,0.2,false,false,D,7,6,5,2,6/21/22,37,B01982,182283,55-64,1,low,false,Retired,Affordability,false
H05835,University District,397985,2019,4,4,8,2,0.12,true,false,D,7,6,5,2,6/24/22,10,B05835,438884,35-44,3,medium,true,Dual income,Location & Schools,true
H00907,University District,237291,1045,3,3,6,1,0.11,true,false,F,7,6,5,2,6/25/22,21,B00907,252993,35-44,1,low,false,Full-time employed,Affordability,false
H06938,University District,399996,2256,4,4,20,1,0.18,false,false,D,7,6,5,2,6/26/22,60,B06938,471763,35-44,3,medium,true,Full-time employed,Location & Schools,false
H06283,University District,205567,1498,2,2,33,1,0.13,false,false,C,7,6,5,2,6/26/22,41,B06283,222513,55-64,1,low,false,Self-employed,Investment,false
H03033,University District,409657,2457,3,3,1,1,0.11,true,false,F,7,6,5,2,7/4/22,9,B03033,464738,35-44,3,medium,true,Self-employed,Location & Schools,false
H00121,University District,521266,3086,5,5,1,2,0.13,true,false,E,7,6,5,2,7/4/22,92,B00121,592414,35-44,4,medium,false,Self-employed,Space & Bedrooms,false
H04919,University District,192524,1321,3,3,58,1,0.1,false,false,A,7,6,5,2,7/4/22,19,B04919,210800,55-64,2,low,false,Full-time employed,Modern & Updated,false
H03476,University District,438838,2184,4,3,21,1,0.19,false,false,B,7,6,5,2,7/6/22,116,B03476,515869,35-44,3,medium,true,Full-time employed,Space & Bedrooms,true
H00821,University District,270589,1674,3,3,17,1,0.11,false,false,D,7,6,5,2,7/6/22,9,B00821,294873,55-64,2,medium,false,Retired,Location & Schools,true
H00117,University District,466608,2443,5,5,7,1,0.13,false,false,F,7,6,5,2,7/7/22,9,B00117,518437,45-54,4,medium,true,Self-employed,Space & Bedrooms,true
H04815,University District,400876,2402,4,4,1,1,0.14,false,false,E,7,6,5,2,7/7/22,10,B04815,466995,35-44,3,medium,true,Full-time employed,Low Maintenance,false
H05517,University District,337762,2149,5,5,2,2,0.11,false,false,F,7,6,5,2,7/8/22,3,B05517,394429,55-64,5,medium,false,Retired,Modern & Updated,true
H03433,University District,530308,3130,5,5,51,3,0.12,true,true,B,7,6,5,2,7/9/22,96,B03433,617728,35-44,3,medium,true,Dual income,Affordability,false
H07549,University District,224285,1330,2,2,25,0,0.27,false,false,C,7,6,5,2,7/9/22,29,B07549,262290,35-44,1,low,false,Dual income,Modern & Updated,false
H02945,University District,423813,2357,3,3,8,1,0.12,true,true,E,7,6,5,2,7/11/22,60,B02945,470760,35-44,1,medium,false,Full-time employed,Space & Bedrooms,false
H03631,University District,433199,2574,5,5,20,2,0.14,true,false,E,7,6,5,2,7/11/22,5,B03631,509495,25-34,1,medium,false,Self-employed,Affordability,false
H03645,University District,120878,800,1,1,9,0,0.16,true,false,D,7,6,5,2,7/11/22,66,B03645,141518,25-34,1,low,false,Full-time employed,Affordability,false
H02592,University District,140483,1199,1,1,27,0,0.16,true,false,D,7,6,5,2,7/12/22,44,B02592,164369,35-44,1,low,false,Full-time employed,Affordability,true
H07151,University District,253017,1161,2,2,13,1,0.19,false,true,F,7,6,5,2,7/12/22,42,B07151,295240,25-34,1,medium,false,Dual income,Space & Bedrooms,false
H04575,University District,481075,2582,4,4,36,2,0.18,true,true,C,7,6,5,2,7/13/22,12,B04575,529078,55-64,1,medium,false,Full-time employed,Location & Schools,false
H05833,University District,280560,1749,3,3,60,2,0.21,true,true,A,7,6,5,2,7/16/22,9,B05833,321397,25-34,1,medium,false,Full-time employed,Modern & Updated,false
H05613,University District,237417,1177,2,2,13,0,0.19,true,false,E,7,6,5,2,7/17/22,36,B05613,270686,25-34,1,low,false,Dual income,Location & Schools,false
H06706,University District,362320,1775,2,2,26,1,0.16,true,true,D,7,6,5,2,7/17/22,52,B06706,403840,45-54,1,medium,false,Self-employed,Location & Schools,false
H02480,University District,381040,2811,5,5,56,1,0.15,false,false,B,7,6,5,2,7/19/22,1,B02480,420042,35-44,4,medium,true,Full-time employed,Location & Schools,false
H02443,University District,656831,3680,5,5,4,2,0.21,true,false,E,7,6,5,2,7/20/22,14,B02443,761239,45-54,4,high,true,Self-employed,Location & Schools,false
H03361,University District,372934,1779,2,2,11,2,0.15,true,false,E,7,6,5,2,7/20/22,24,B03361,404054,35-44,2,medium,false,Dual income,Location & Schools,false
H04798,University District,214222,1895,3,3,40,2,0.16,false,false,B,7,6,5,2,7/21/22,149,B04798,248029,35-44,1,low,false,Full-time employed,Affordability,true
H05295,University District,173795,800,2,2,0,2,0.17,true,false,F,7,6,5,2,7/22/22,9,B05295,196629,25-34,1,low,false,Dual income,Affordability,false
H03447,University District,244271,1512,3,3,8,0,0.12,true,false,D,7,6,5,2,7/22/22,14,B03447,278257,35-44,2,low,false,Self-employed,Affordability,true
H03169,University District,394032,2380,4,4,6,2,0.12,true,false,F,7,6,5,2,7/26/22,20,B03169,415871,35-44,3,medium,true,Full-time employed,Location & Schools,false
H00114,University District,247669,1513,2,2,7,1,0.13,true,false,D,7,6,5,2,8/1/22,22,B00114,269883,35-44,1,low,false,Dual income,Affordability,false
H07537,University District,295868,1935,4,4,26,1,0.1,false,false,B,7,6,5,2,8/4/22,38,B07537,340010,45-54,3,medium,true,Full-time employed,Space & Bedrooms,false
H02502,University District,448793,2557,4,4,5,2,0.21,false,false,E,7,6,5,2,8/6/22,11,B02502,502071,35-44,3,medium,true,Dual income,Space & Bedrooms,false
H00508,University District,193219,1018,1,1,3,0,0.17,false,false,E,7,6,5,2,8/7/22,3,B00508,214562,35-44,1,low,false,Full-time employed,Space & Bedrooms,false
H02847,University District,257391,1643,3,3,19,0,0.11,false,true,F,7,6,5,2,8/8/22,43,B02847,297902,35-44,1,medium,false,Full-time employed,Affordability,false
H02875,University District,513128,3051,5,5,9,3,0.19,true,false,E,7,6,5,2,8/8/22,8,B02875,571268,45-54,3,medium,true,Self-employed,Location & Schools,false
H01674,University District,453334,2307,4,4,9,1,0.17,true,false,E,7,6,5,2,8/9/22,80,B01674,488144,45-54,2,medium,false,Full-time employed,Affordability,true
H07082,University District,433774,2789,5,5,58,1,0.15,true,false,B,7,6,5,2,8/10/22,26,B07082,466431,25-34,2,medium,false,Self-employed,Location & Schools,false
H04454,University District,354514,2050,2,2,22,2,0.18,true,false,D,7,6,5,2,8/11/22,67,B04454,408737,25-34,1,medium,false,Full-time employed,Affordability,false
H06978,University District,355353,2070,3,3,5,2,0.14,false,false,E,7,6,5,2,8/11/22,17,B06978,375893,55-64,2,medium,false,Dual income,Location & Schools,false
H01852,University District,212974,847,2,2,5,1,0.22,true,false,E,7,6,5,2,8/12/22,58,B01852,237119,25-34,1,low,false,Self-employed,Space & Bedrooms,false
H03190,University District,335711,2017,3,4,7,2,0.13,false,false,F,7,6,5,2,8/14/22,1,B03190,363467,35-44,3,medium,false,Full-time employed,Space & Bedrooms,false
H03679,University District,300397,1699,3,3,34,1,0.12,true,false,B,7,6,5,2,8/15/22,22,B03679,315726,25-34,2,medium,false,Dual income,Space & Bedrooms,false
H01713,University District,218519,1753,4,4,56,1,0.18,false,false,A,7,6,5,2,8/15/22,91,B01713,230650,35-44,3,low,true,Dual income,Affordability,false
H06310,University District,528507,3377,6,5,7,3,0.12,false,false,F,7,6,5,2,8/17/22,12,B06310,604088,35-44,4,medium,true,Full-time employed,Space & Bedrooms,false
H03288,University District,445882,2686,5,5,5,1,0.13,false,false,F,7,6,5,2,8/17/22,5,B03288,500995,25-34,1,medium,false,Full-time employed,Modern & Updated,false
H07178,University District,332390,2212,5,5,20,1,0.16,false,true,F,7,6,5,2,8/18/22,1,B07178,381312,35-44,3,medium,false,Dual income,Space & Bedrooms,false
H04818,University District,511928,2823,5,5,0,2,0.09,true,false,F,7,6,5,2,8/21/22,2,B04818,601640,55-64,3,medium,true,Retired,Modern & Updated,false
H03823,University District,251466,1831,4,4,11,2,0.18,false,false,E,7,6,5,2,8/26/22,36,B03823,274455,25-34,2,low,false,Full-time employed,Location & Schools,false
H06229,University District,396432,2053,3,3,11,2,0.17,true,false,F,7,6,5,2,8/27/22,22,B06229,441014,35-44,2,medium,false,Self-employed,Location & Schools,false
H01829,University District,308517,1836,3,3,14,2,0.23,true,false,E,7,6,5,2,9/4/22,34,B01829,352525,45-54,1,medium,false,Dual income,Location & Schools,false
