house_id,neighborhood,price,square_feet,num_bedrooms,num_bathrooms,house_age,garage_spaces,lot_size_acres,has_pool,recently_renovated,energy_rating,location_score,school_rating,crime_rate,distance_downtown_miles,sale_date,days_on_market,buyer_id,buyer_budget,buyer_age_group,buyer_family_size,buyer_income_level,has_children,employment_type,buyer_preference,first_time_buyer
H04727,Green Valley,546680,2677,5,5,1,2,0.11,false,false,F,8,9,2,12,2/24/22,45,B04727,634364,45-54,4,high,true,Dual income,Space & Bedrooms,false
H02003,Green Valley,717945,3100,5,5,9,2,0.28,true,false,E,8,9,2,12,2/24/22,38,B02003,810351,35-44,4,high,false,Full-time employed,Modern & Updated,false
H02624,Green Valley,580271,2929,5,5,15,1,0.23,false,false,D,8,9,2,12,2/25/22,26,B02624,651441,35-44,3,high,false,Full-time employed,Investment,false
H03723,Green Valley,682993,3040,6,5,12,2,0.29,true,true,F,8,9,2,12,2/27/22,22,B03723,736674,45-54,2,high,false,Self-employed,Space & Bedrooms,false
H05888,Green Valley,418297,1523,2,2,5,2,0.44,true,false,D,8,9,2,12,3/1/22,1,B05888,464931,55-64,1,medium,false,Full-time employed,Space & Bedrooms,false
H02210,Green Valley,635070,2876,4,4,2,2,0.27,false,true,F,8,9,2,12,3/2/22,54,B02210,725970,55-64,2,high,false,Retired,Low Maintenance,false
H07141,Green Valley,539420,2403,4,4,0,2,0.24,true,false,F,8,9,2,12,3/2/22,25,B07141,615755,25-34,2,medium,false,Self-employed,Location & Schools,false
H05252,Green Valley,728229,3375,5,5,20,2,0.42,false,true,F,8,9,2,12,3/3/22,80,B05252,851786,25-34,3,high,true,Self-employed,Modern & Updated,false
H07797,Green Valley,463685,2275,5,5,0,2,0.14,false,false,F,8,9,2,12,3/6/22,38,B07797,533138,25-34,2,medium,false,Dual income,Location & Schools,false
H04117,Green Valley,626968,3121,6,5,2,3,0.56,false,false,D,8,9,2,12,3/6/22,13,B04117,724587,45-54,4,high,true,Full-time employed,Modern & Updated,true
H04257,Green Valley,537344,2253,5,5,3,2,0.38,true,false,F,8,9,2,12,3/7/22,29,B04257,572480,45-54,3,medium,false,Full-time employed,Space & Bedrooms,false
H05710,Green Valley,611948,3060,5,5,25,3,0.17,true,false,C,8,9,2,12,3/7/22,13,B05710,714554,25-34,2,high,false,Full-time employed,Location & Schools,false
H05427,Green Valley,364469,1893,3,3,1,1,0.35,false,false,F,8,9,2,12,3/8/22,8,B05427,412837,35-44,2,medium,false,Full-time employed,Location & Schools,false
H03396,Green Valley,505548,2904,5,5,4,1,0.43,false,false,F,8,9,2,12,3/10/22,2,B03396,562421,55-64,4,medium,false,Full-time employed,Location & Schools,false
H01197,Green Valley,200052,800,2,2,34,1,0.58,true,true,C,8,9,2,12,3/12/22,14,B01197,234956,25-34,1,low,false,Self-employed,Affordability,false
H01172,Green Valley,735563,3502,6,5,0,3,0.15,false,false,E,8,9,2,12,3/12/22,19,B01172,786554,35-44,4,high,true,Full-time employed,Space & Bedrooms,false
H01624,Green Valley,584111,2891,5,5,5,2,0.27,false,false,F,8,9,2,12,3/13/22,1,B01624,677347,45-54,2,high,false,Full-time employed,Location & Schools,false
H01019,Green Valley,632600,2922,5,5,9,1,0.44,true,false,D,8,9,2,12,3/14/22,5,B01019,718949,45-54,3,high,false,Full-time employed,Location & Schools,false
H07818,Green Valley,350333,1557,2,2,4,2,0.13,true,false,E,8,9,2,12,3/18/22,35,B07818,377878,35-44,1,medium,false,Dual income,Modern & Updated,false
H05336,Green Valley,428759,2118,4,3,15,1,0.35,true,false,E,8,9,2,12,3/21/22,24,B05336,492548,45-54,4,medium,true,Full-time employed,Location & Schools,false
H07737,Green Valley,642968,3113,6,5,10,2,0.15,false,false,E,8,9,2,12,3/21/22,29,B07737,692198,35-44,5,high,true,Full-time employed,Location & Schools,false
H00446,Green Valley,601370,2816,3,3,0,1,0.27,true,false,F,8,9,2,12,3/22/22,44,B00446,653652,55-64,1,high,false,Dual income,Location & Schools,false
H06543,Green Valley,932978,4302,6,5,9,2,0.34,false,false,F,8,9,2,12,3/26/22,21,B06543,1025335,25-34,3,high,true,Self-employed,Low Maintenance,false
H02907,Green Valley,566242,2570,4,4,7,2,0.59,false,false,F,8,9,2,12,3/28/22,18,B02907,623128,35-44,1,medium,false,Self-employed,Space & Bedrooms,false
H02321,Green Valley,370522,2089,4,4,10,1,0.19,true,false,F,8,9,2,12,3/28/22,37,B02321,422933,65+,1,medium,false,Retired,Low Maintenance,false
H01682,Green Valley,813797,4059,6,5,16,2,0.16,false,false,E,8,9,2,12,4/2/22,39,B01682,945025,55-64,3,high,true,Retired,Location & Schools,false
H07629,Green Valley,505315,2512,4,4,12,1,0.17,false,false,D,8,9,2,12,4/3/22,7,B07629,568985,55-64,1,medium,false,Dual income,Affordability,false
H02101,Green Valley,621583,2913,5,5,5,2,0.32,true,false,F,8,9,2,12,4/3/22,97,B02101,712975,35-44,3,high,true,Full-time employed,Location & Schools,false
H05683,Green Valley,608513,2929,5,5,1,1,0.31,true,true,F,8,9,2,12,4/4/22,4,B05683,642375,35-44,2,high,false,Full-time employed,Location & Schools,false
H02499,Green Valley,434373,1606,4,4,12,0,0.19,true,true,F,8,9,2,12,4/5/22,11,B02499,500630,45-54,3,medium,true,Dual income,Space & Bedrooms,false
H06733,Green Valley,843745,4223,6,5,0,3,0.47,false,false,F,8,9,2,12,4/5/22,11,B06733,922035,45-54,4,high,false,Full-time employed,Modern & Updated,false
H00248,Green Valley,580583,2874,5,5,3,2,0.17,false,false,E,8,9,2,12,4/5/22,46,B00248,626301,55-64,2,medium,false,Self-employed,Location & Schools,false
H03516,Green Valley,569498,2348,3,3,11,2,0.21,true,false,F,8,9,2,12,4/7/22,11,B03516,603842,45-54,2,medium,false,Self-employed,Space & Bedrooms,false
H02955,Green Valley,338244,1588,2,2,5,0,0.27,true,false,E,8,9,2,12,4/7/22,13,B02955,373798,25-34,1,medium,false,Dual income,Affordability,false
H05122,Green Valley,480859,2036,3,3,1,2,0.41,false,false,E,8,9,2,12,4/8/22,43,B05122,543062,45-54,3,medium,true,Dual income,Location & Schools,false
H00314,Green Valley,495630,2345,5,5,22,1,0.18,false,false,C,8,9,2,12,4/8/22,40,B00314,580320,55-64,5,medium,false,Full-time employed,Affordability,false
H04581,Green Valley,477585,1909,3,3,6,2,0.44,true,false,D,8,9,2,12,4/10/22,61,B04581,503578,35-44,1,medium,false,Full-time employed,Modern & Updated,false
H07906,Green Valley,545523,2231,3,4,2,1,0.5,true,true,F,8,9,2,12,4/12/22,70,B07906,624212,45-54,1,medium,false,Self-employed,Modern & Updated,false
H03776,Green Valley,325655,1368,3,3,0,1,0.33,false,false,E,8,9,2,12,4/12/22,25,B03776,351380,45-54,1,medium,false,Self-employed,Modern & Updated,false
H05762,Green Valley,559251,2545,5,5,0,2,0.4,true,false,F,8,9,2,12,4/13/22,26,B05762,624594,45-54,4,medium,true,Full-time employed,Location & Schools,false
H01640,Green Valley,578184,2607,5,5,1,2,0.19,false,false,F,8,9,2,12,4/13/22,54,B01640,667115,55-64,3,high,false,Full-time employed,Space & Bedrooms,false
H05553,Green Valley,452373,1835,2,2,41,1,0.46,false,true,D,8,9,2,12,4/14/22,67,B05553,501733,45-54,2,medium,false,Retired,Low Maintenance,false
H00249,Green Valley,485228,2331,3,3,25,2,0.26,false,false,D,8,9,2,12,4/15/22,1,B00249,543207,45-54,2,medium,false,Dual income,Location & Schools,false
H01828,Green Valley,503496,2601,5,5,20,1,0.5,false,false,D,8,9,2,12,4/15/22,63,B01828,587467,35-44,3,medium,true,Self-employed,Affordability,false
H01105,Green Valley,525162,2006,3,3,4,2,0.63,true,true,F,8,9,2,12,4/17/22,2,B01105,615847,25-34,1,medium,false,Full-time employed,Location & Schools,false
H02108,Green Valley,460374,2309,4,4,14,2,0.18,false,false,F,8,9,2,12,4/17/22,46,B02108,484289,35-44,2,medium,false,Full-time employed,Space & Bedrooms,false
H07112,Green Valley,616050,3248,5,5,7,3,0.34,false,false,E,8,9,2,12,4/19/22,26,B07112,663302,25-34,3,high,false,Self-employed,Location & Schools,false
H03513,Green Valley,481041,2225,4,4,0,1,0.27,true,false,F,8,9,2,12,4/19/22,96,B03513,566337,25-34,1,medium,false,Dual income,Affordability,false
H00002,Green Valley,682703,3369,5,5,11,2,0.35,false,false,E,8,9,2,12,4/20/22,69,B00002,722450,55-64,2,high,false,Full-time employed,Space & Bedrooms,false
H04991,Green Valley,726318,3414,6,5,27,2,0.34,true,true,F,8,9,2,12,4/22/22,63,B04991,807868,45-54,5,high,true,Full-time employed,Space & Bedrooms,false
H04579,Green Valley,338869,1575,2,2,22,1,0.5,true,false,D,8,9,2,12,4/22/22,37,B04579,372084,55-64,1,medium,false,Retired,Modern & Updated,false
H05358,Green Valley,354083,1939,3,2,3,1,0.27,false,false,F,8,9,2,12,4/23/22,25,B05358,378207,45-54,2,medium,false,Self-employed,Affordability,true
H06779,Green Valley,678210,3280,6,5,10,3,0.36,true,false,F,8,9,2,12,4/24/22,1,B06779,780753,55-64,5,high,false,Full-time employed,Modern & Updated,false
H03574,Green Valley,507231,2327,3,3,2,1,0.31,true,false,E,8,9,2,12,4/24/22,37,B03574,553496,55-64,3,medium,true,Dual income,Space & Bedrooms,false
H03887,Green Valley,622736,2558,4,4,11,2,0.31,true,false,F,8,9,2,12,4/26/22,7,B03887,710155,55-64,2,high,false,Full-time employed,Space & Bedrooms,false
H03477,Green Valley,691020,3105,5,5,1,2,0.23,true,false,D,8,9,2,12,4/26/22,10,B03477,746281,45-54,4,high,true,Self-employed,Space & Bedrooms,false
H07999,Green Valley,546886,2476,3,3,3,1,0.38,true,false,E,8,9,2,12,4/26/22,7,B07999,609900,45-54,1,medium,false,Self-employed,Space & Bedrooms,true
H06203,Green Valley,485989,2221,3,3,0,2,0.24,true,false,F,8,9,2,12,4/27/22,16,B06203,531638,35-44,2,medium,false,Dual income,Location & Schools,false
H06526,Green Valley,222359,1015,1,1,3,0,0.4,false,false,E,8,9,2,12,5/1/22,11,B06526,255589,25-34,1,low,false,Full-time employed,Space & Bedrooms,false
H03097,Green Valley,430651,1863,2,3,3,1,0.37,false,false,F,8,9,2,12,5/1/22,19,B03097,466901,25-34,1,medium,false,Full-time employed,Affordability,false
H04312,Green Valley,353365,1729,4,4,10,1,0.31,false,true,F,8,9,2,12,5/1/22,6,B04312,416269,45-54,3,medium,true,Retired,Location & Schools,false
H06395,Green Valley,730220,3637,5,5,9,2,0.42,false,true,F,8,9,2,12,5/3/22,8,B06395,810371,45-54,3,high,true,Dual income,Location & Schools,false
H03455,Green Valley,639218,3048,5,4,11,2,0.26,false,false,E,8,9,2,12,5/3/22,148,B03455,747820,55-64,4,high,false,Retired,Location & Schools,false
H00749,Green Valley,690130,3224,5,5,0,3,0.23,true,false,F,8,9,2,12,5/3/22,17,B00749,768817,25-34,3,high,false,Full-time employed,Investment,false
H04528,Green Valley,423504,1806,3,2,4,2,0.27,false,false,F,8,9,2,12,5/5/22,23,B04528,457848,35-44,2,medium,false,Self-employed,Affordability,false
H05899,Green Valley,566067,2646,4,4,6,1,0.3,false,false,F,8,9,2,12,5/5/22,11,B05899,623460,65+,1,medium,false,Retired,Location & Schools,true
H06379,Green Valley,594865,2780,4,4,15,1,0.22,true,false,E,8,9,2,12,5/5/22,11,B06379,685870,35-44,2,high,false,Self-employed,Affordability,false
H01420,Green Valley,714630,3650,6,5,6,2,0.3,false,false,E,8,9,2,12,5/7/22,51,B01420,829749,55-64,4,high,false,Full-time employed,Location & Schools,false
H02472,Green Valley,587043,2942,4,4,1,2,0.28,false,false,F,8,9,2,12,5/7/22,157,B02472,673157,45-54,3,high,true,Self-employed,Location & Schools,true
H03167,Green Valley,435216,1725,2,2,0,0,0.34,false,false,F,8,9,2,12,5/8/22,54,B03167,484043,45-54,1,medium,false,Full-time employed,Location & Schools,false
H00367,Green Valley,617811,2696,4,4,7,2,0.26,false,false,F,8,9,2,12,5/8/22,9,B00367,713826,45-54,2,high,false,Dual income,Investment,false
H05490,Green Valley,779045,3711,6,5,0,2,0.22,true,false,E,8,9,2,12,5/8/22,23,B05490,912624,45-54,5,high,true,Dual income,Affordability,false
H02275,Green Valley,500145,2361,3,3,9,1,0.73,false,false,E,8,9,2,12,5/9/22,14,B02275,535083,35-44,2,medium,false,Full-time employed,Space & Bedrooms,false
H04700,Green Valley,601301,2739,4,5,20,2,0.2,false,false,F,8,9,2,12,5/11/22,19,B04700,675844,35-44,2,high,false,Self-employed,Space & Bedrooms,false
H02435,Green Valley,513185,2534,4,4,15,2,0.35,false,false,E,8,9,2,12,5/13/22,79,B02435,577563,35-44,2,medium,false,Dual income,Location & Schools,false
H04250,Green Valley,308634,1067,2,2,23,1,0.13,true,true,D,8,9,2,12,5/13/22,65,B04250,332647,45-54,1,medium,false,Self-employed,Modern & Updated,false
H05069,Green Valley,360708,1653,3,3,8,1,0.21,false,false,E,8,9,2,12,5/14/22,1,B05069,420259,35-44,2,medium,false,Full-time employed,Location & Schools,false
H07145,Green Valley,626068,2982,6,5,18,2,0.22,false,false,E,8,9,2,12,5/16/22,36,B07145,708245,45-54,4,high,true,Full-time employed,Location & Schools,false
H00808,Green Valley,513318,2667,4,4,2,1,0.17,false,false,F,8,9,2,12,5/17/22,50,B00808,601834,65+,1,medium,false,Retired,Affordability,false
H05287,Green Valley,396702,2067,5,5,33,1,0.23,false,true,F,8,9,2,12,5/18/22,39,B05287,449799,65+,2,medium,false,Retired,Location & Schools,false
H00848,Green Valley,371432,1677,3,3,4,1,0.62,false,false,D,8,9,2,12,5/18/22,23,B00848,430338,35-44,1,medium,false,Dual income,Space & Bedrooms,true
H03806,Green Valley,466415,2249,3,4,15,1,0.24,true,false,D,8,9,2,12,5/18/22,6,B03806,519490,35-44,3,medium,false,Full-time employed,Affordability,true
H07785,Green Valley,666922,3591,6,5,28,2,0.35,false,false,E,8,9,2,12,5/18/22,50,B07785,732155,35-44,2,high,false,Full-time employed,Modern & Updated,false
H04204,Green Valley,627051,3039,4,4,9,3,0.72,false,false,F,8,9,2,12,5/20/22,7,B04204,702518,35-44,2,high,false,Full-time employed,Location & Schools,false
H00012,Green Valley,569468,2897,5,5,1,1,0.29,false,false,F,8,9,2,12,5/23/22,32,B00012,630637,45-54,3,high,true,Full-time employed,Space & Bedrooms,false
H03129,Green Valley,671901,3128,6,5,0,2,0.15,true,true,F,8,9,2,12,5/24/22,11,B03129,750280,45-54,3,high,false,Full-time employed,Modern & Updated,false
H02192,Green Valley,372313,1843,3,2,4,2,0.26,false,false,E,8,9,2,12,5/24/22,75,B02192,409130,35-44,1,medium,false,Full-time employed,Affordability,false
H07272,Green Valley,365249,1484,3,3,3,1,0.2,false,false,F,8,9,2,12,5/26/22,10,B07272,404684,45-54,2,medium,false,Full-time employed,Modern & Updated,false
H04234,Green Valley,324759,1246,2,2,12,1,0.24,false,false,E,8,9,2,12,5/27/22,58,B04234,367452,45-54,1,medium,false,Dual income,Space & Bedrooms,false
H05062,Green Valley,528780,2435,3,3,8,1,0.24,true,false,E,8,9,2,12,6/1/22,102,B05062,612209,35-44,3,medium,true,Full-time employed,Low Maintenance,false
H06599,Green Valley,387532,1755,3,3,16,1,0.14,true,false,E,8,9,2,12,6/4/22,6,B06599,414654,25-34,2,medium,false,Full-time employed,Affordability,false
H05884,Green Valley,845782,4089,6,5,1,2,0.29,false,false,F,8,9,2,12,6/4/22,86,B05884,981794,55-64,4,high,true,Full-time employed,Location & Schools,false
H01186,Green Valley,529750,2764,6,5,20,1,0.31,false,false,D,8,9,2,12,6/4/22,43,B01186,589922,25-34,3,medium,true,Self-employed,Location & Schools,false
H06862,Green Valley,632990,2919,4,4,1,1,0.28,true,false,F,8,9,2,12,6/5/22,44,B06862,706727,55-64,3,high,true,Dual income,Location & Schools,false
H04969,Green Valley,824164,4042,6,5,0,2,0.61,true,false,D,8,9,2,12,6/5/22,18,B04969,966488,45-54,5,high,true,Dual income,Location & Schools,false
H01102,Green Valley,539751,2179,5,5,7,1,0.21,true,false,F,8,9,2,12,6/6/22,1,B01102,625327,35-44,2,medium,false,Self-employed,Low Maintenance,false
H06421,Green Valley,370898,1474,3,3,6,2,0.19,true,false,E,8,9,2,12,6/6/22,66,B06421,404858,45-54,2,medium,false,Dual income,Location & Schools,false
H05969,Green Valley,234592,800,1,1,10,1,0.41,true,false,F,8,9,2,12,6/7/22,80,B05969,262052,25-34,1,low,false,Full-time employed,Affordability,false
H03503,Green Valley,656485,3092,5,5,3,3,0.38,false,false,F,8,9,2,12,6/9/22,15,B03503,774260,35-44,3,high,true,Full-time employed,Location & Schools,false
H00044,Green Valley,541092,2415,4,5,6,2,0.28,true,false,E,8,9,2,12,6/10/22,50,B00044,578209,35-44,4,medium,true,Full-time employed,Modern & Updated,false
H02326,Green Valley,677516,3217,5,5,2,2,0.25,true,false,F,8,9,2,12,6/10/22,1,B02326,762065,55-64,4,high,true,Full-time employed,Location & Schools,true
H01080,Green Valley,600600,2705,5,5,2,2,0.23,true,false,F,8,9,2,12,6/12/22,14,B01080,667286,55-64,2,high,false,Full-time employed,Location & Schools,false
H04446,Green Valley,284573,1493,3,3,5,2,0.24,true,false,E,8,9,2,12,6/13/22,37,B04446,327839,35-44,2,medium,false,Self-employed,Affordability,false
H03408,Green Valley,374766,1371,3,3,11,1,0.32,false,false,F,8,9,2,12,6/13/22,18,B03408,406422,65+,1,medium,false,Retired,Low Maintenance,false
H00662,Green Valley,420690,2036,3,3,9,1,0.14,true,false,F,8,9,2,12,6/15/22,72,B00662,485452,45-54,3,medium,true,Dual income,Location & Schools,false
H00051,Green Valley,248709,1119,2,2,10,1,0.22,false,false,D,8,9,2,12,6/15/22,44,B00051,269650,55-64,1,low,false,Full-time employed,Modern & Updated,false
H02914,Green Valley,702527,3436,6,5,36,2,0.38,true,false,B,8,9,2,12,6/15/22,37,B02914,805027,45-54,4,high,true,Full-time employed,Modern & Updated,false
H07567,Green Valley,549431,2950,3,4,1,1,0.25,false,false,F,8,9,2,12,6/17/22,11,B07567,632119,65+,1,high,false,Retired,Low Maintenance,false
H03660,Green Valley,382109,1635,2,2,4,0,0.3,false,false,E,8,9,2,12,6/17/22,13,B03660,421455,25-34,1,medium,false,Full-time employed,Affordability,false
H07116,Green Valley,320671,1388,3,3,2,1,0.2,false,false,F,8,9,2,12,6/18/22,1,B07116,363347,45-54,2,medium,false,Retired,Location & Schools,false
H03068,Green Valley,560028,2681,3,3,0,1,0.75,true,false,E,8,9,2,12,6/18/22,1,B03068,593307,25-34,1,medium,false,Full-time employed,Affordability,false
H06863,Green Valley,362820,1526,2,3,12,1,0.21,true,false,E,8,9,2,12,6/20/22,8,B06863,406360,25-34,1,medium,false,Full-time employed,Location & Schools,false
H05622,Green Valley,380756,1792,3,3,4,2,0.19,false,false,F,8,9,2,12,6/20/22,3,B05622,430676,25-34,1,medium,false,Full-time employed,Affordability,false
H06893,Green Valley,283587,1436,3,2,3,1,0.44,false,false,F,8,9,2,12,6/22/22,8,B06893,308576,35-44,2,medium,false,Full-time employed,Affordability,false
H06232,Green Valley,719880,3333,6,5,49,2,0.18,true,true,C,8,9,2,12,6/25/22,110,B06232,782852,35-44,5,high,true,Full-time employed,Space & Bedrooms,false
H00507,Green Valley,420624,2006,3,3,4,1,0.21,false,false,E,8,9,2,12,6/26/22,50,B00507,467432,45-54,2,medium,false,Dual income,Location & Schools,false
H00470,Green Valley,557764,2377,4,4,22,2,0.19,true,false,E,8,9,2,12,6/26/22,34,B00470,612671,25-34,2,medium,false,Full-time employed,Location & Schools,false
H05407,Green Valley,626438,3367,6,5,31,2,0.29,false,false,C,8,9,2,12,6/27/22,77,B05407,681257,55-64,4,high,false,Self-employed,Modern & Updated,true
H01699,Green Valley,565531,2316,4,4,4,2,0.3,true,true,F,8,9,2,12,6/28/22,9,B01699,654839,55-64,3,high,true,Retired,Location & Schools,false
H05594,Green Valley,408421,2122,3,3,4,2,0.42,false,false,F,8,9,2,12,7/1/22,94,B05594,444290,45-54,2,medium,false,Dual income,Low Maintenance,false
H04847,Green Valley,261323,1188,1,1,4,0,0.22,true,false,F,8,9,2,12,7/1/22,22,B04847,287338,45-54,1,medium,false,Full-time employed,Low Maintenance,true
H05061,Green Valley,300213,1565,3,3,2,2,0.36,false,false,E,8,9,2,12,7/4/22,23,B05061,323792,35-44,3,medium,true,Dual income,Location & Schools,false
H01456,Green Valley,859529,4447,6,5,5,3,0.63,false,false,F,8,9,2,12,7/4/22,27,B01456,934274,35-44,5,high,true,Self-employed,Investment,false
H02554,Green Valley,354303,1745,3,3,3,0,0.25,false,false,F,8,9,2,12,7/5/22,16,B02554,385892,25-34,1,medium,false,Full-time employed,Modern & Updated,true
H04900,Green Valley,217520,1030,2,2,1,0,0.2,false,false,F,8,9,2,12,7/6/22,2,B04900,231510,35-44,1,low,false,Dual income,Space & Bedrooms,false
H06113,Green Valley,834103,3717,6,5,1,3,0.54,true,false,E,8,9,2,12,7/12/22,96,B06113,897486,45-54,4,high,true,Full-time employed,Modern & Updated,false
H00716,Green Valley,346385,1572,3,3,13,1,0.52,false,false,E,8,9,2,12,7/12/22,1,B00716,386368,25-34,1,medium,false,Full-time employed,Modern & Updated,false
H06150,Green Valley,762390,3624,6,5,10,3,0.31,true,false,F,8,9,2,12,7/13/22,46,B06150,837869,35-44,5,high,true,Dual income,Location & Schools,false
H04302,Green Valley,268479,1271,2,2,2,0,0.24,false,false,F,8,9,2,12,7/13/22,29,B04302,308695,35-44,1,medium,false,Full-time employed,Space & Bedrooms,false
H07729,Green Valley,709339,3359,5,5,0,3,0.21,false,false,E,8,9,2,12,7/14/22,94,B07729,772163,45-54,4,high,true,Self-employed,Location & Schools,true
H01831,Green Valley,545128,2601,4,4,1,1,0.24,false,false,F,8,9,2,12,7/20/22,37,B01831,640675,45-54,1,high,false,Dual income,Location & Schools,false
H00972,Green Valley,448227,2141,4,3,39,1,0.25,false,false,A,8,9,2,12,7/22/22,29,B00972,490637,45-54,3,medium,true,Full-time employed,Location & Schools,false
H06348,Green Valley,784604,3602,6,5,10,3,0.34,true,false,E,8,9,2,12,7/24/22,1,B06348,907597,45-54,4,high,true,Full-time employed,Affordability,false
